WorkerId,Input.object_name,Input.object_description,Answer.colour,Answer.disposition,Answer.function,Answer.height_mean,Answer.height_range,Answer.height_unit_cm.centimeters,Answer.height_unit_f.feet,Answer.height_unit_i.inches,Answer.height_unit_m.meters,Answer.height_unit_mm.millimeters,Answer.height_unit_na.na,Answer.length_mean,Answer.length_range,Answer.length_unit_cm.centimeters,Answer.length_unit_f.feet,Answer.length_unit_i.inches,Answer.length_unit_m.meters,Answer.length_unit_mm.millimeters,Answer.length_unit_na.na,Answer.location,Answer.material,Answer.pattern,Answer.shape,Answer.temperature_mean,Answer.temperature_range,Answer.temperature_unit_c.celsius,Answer.temperature_unit_f.fahrenheit,Answer.temperature_unit_k.kelvin,Answer.temperature_unit_na.na,Answer.texture,Answer.value_mean,Answer.value_range,Answer.value_unit_d.US dollars,Answer.value_unit_e.euros,Answer.value_unit_na.na,Answer.value_unit_p.pounds,Answer.weight_mean,Answer.weight_range,Answer.weight_unit_g.grams,Answer.weight_unit_kg.kilograms,Answer.weight_unit_na.na,Answer.weight_unit_o.ounces,Answer.weight_unit_p.pounds,Answer.width_mean,Answer.width_range,Answer.width_unit_cm.centimeters,Answer.width_unit_f.feet,Answer.width_unit_i.inches,Answer.width_unit_m.meters,Answer.width_unit_mm.millimeters,Answer.width_unit_na.na,Answer.height_unit,Answer.length_unit,Answer.temperature_unit,Answer.value_unit,Answer.weight_unit,Answer.width_unit,Answer.texture_cleaned,Answer.colour_cleaned,Answer.material_cleaned,Answer.shape_cleaned,Answer.pattern_cleaned,Answer.location_cleaned,Answer.disposition_cleaned
A34XSFY8SQ41CB,bird,warm-blooded egg-laying vertebrates characterized by feathers and forelimbs modified as wings,"Red, blue, green, yellow, brown, black, white, gray, multicolored, na","Fragile, alert, flighty, adaptable, territorial","To fly, to sing, to lay eggs, to pollinate, to disperse seeds, to act as pets",20.0,10.0,true,false,false,false,false,false,25.0,15.0,true,false,false,false,false,false,"Trees, skies, forests, grasslands, wetlands, backyards, cities, cliffs, barns, beaches","Organic (feathers, bone, skin),","Plain, striped, spotted, speckled, barred, mottled,","Oval, streamlined, teardroo",40.0,1.5,true,false,false,false,"Smooth (feathers), fluffy, soft",50.0,40.0,true,false,false,false,500.0,400.0,true,false,false,false,false,10.0,5.0,true,false,false,false,false,false,centimeters,centimeters,celsius,US dollars,grams,centimeters,[],"['black', 'blue', 'green', 'grey', 'multicolored', 'red', 'seal brown', 'white', 'yellow']","['bone', 'skin']",['oval'],['striped'],[],"['alert', 'fragile']"
AJPL6AT3JLWP7,bird,warm-blooded egg-laying vertebrates characterized by feathers and forelimbs modified as wings,"brown, black, white, grey, red.","Agile, migratory  vocal, territorial, social solitary  nesting, protective of young, curious, shy, bold, predatory, herbivorous, omnivorous, fragile  resilient, water-repellent.","Flight, perching, nesting, brooding eggs, raising young, foraging for food, pollination  seed dispersal  pest control  scavenging, singing/vocalizing for communication, migration, camouflage.",10.0,60.0,true,false,false,false,false,false,15.0,5.0,true,false,false,false,false,false,Global distribution found in almost all habitats forests grasslands deserts mountains wetlands oceans urban areas rural areas skies trees bushes ground water.,"Feathers keratin, bone, muscle, blood, skin, beak keratin, claws keratin.","Stripes, spots, bars, mottling, speckles, iridescent sheens, solid colors, camouflage patterns, sexual dimorphism.",Streamlined often ovoid body with a distinct head neck and tail Wings are typically elongated and tapered.,40.0,2.0,true,false,false,false,"Feathery soft, downy, smooth, bristly depending on feather type and location, scaly on legs and feet, sometimes rough",20.0,5000.0,true,false,false,false,20.0,1.6,false,true,false,false,false,5.0,2.0,true,false,false,false,false,false,centimeters,centimeters,celsius,US dollars,kilograms,centimeters,['scaly'],"['black', 'grey', 'red', 'seal brown', 'white']","['bone', 'skin']",['ovoid'],[],[],"['agile', 'bold', 'curious', 'fragile', 'herbivorous', 'omnivorous', 'protective', 'resilient', 'shy', 'social', 'vocal', 'water-resistant']"
A3IG39YOA4D3B5,bird,warm-blooded egg-laying vertebrates characterized by feathers and forelimbs modified as wings,"Brown, black, white, grey, blue, red, green, yellow, iridescent, various combinations","Flight-capable, agile, vocal, migratory, nesting, active, territorial, fragile (small birds), resilient","Flying, singing, nesting, foraging, pollinating, pest control, seed dispersal, prey, pet, environmental indicator",15.0,20.0,true,false,false,false,false,false,20.0,30.0,true,false,false,false,false,false,"Sky, trees, nests, air, land, water, bird feeder, zoo, cage, forests, cities, everywhere","Feathers, bone, muscle, skin, blood (biological materials)","Solid color, striped, spotted, barred, speckled, iridescent, contrasting patches","Oval (body), streamlined, winged, beaked, small, elongated (tail feathers), compact",40.0,2.0,true,false,false,false,"Feathery, soft, smooth (feathers), scaly (legs), pointed (beak), downy (chicks)",50.0,40.0,true,false,false,false,0.1,0.5,false,true,false,false,false,40.0,80.0,true,false,false,false,false,false,centimeters,centimeters,celsius,US dollars,kilograms,centimeters,['scaly'],"['black', 'blue', 'green', 'grey', 'red', 'seal brown', 'white', 'yellow']","['bone', 'skin']",['oval'],['striped'],['sky'],"['agile', 'fragile', 'resilient', 'vocal']"
A24IWWIUPASCQJ,cat,feline mammal usually having thick soft fur and no ability to roar: domestic cats,"black, white, gray, orange, brown","independent, playful, curious, agile, friendly","companionship, pest control, emotional support",100.0,50.0,false,false,false,false,false,false,46.0,100.0,false,false,false,true,false,false,"living room, backyard, bedroom, kitchen",na,"striped, spotted, plain, patched",na,100.0,50.0,false,true,false,false,"soft, fluffy, smooth",100.0,50.0,true,false,false,false,100.0,50.0,false,false,false,false,false,100.0,50.0,true,false,false,false,false,false,na,meters,fahrenheit,US dollars,na,centimeters,[],"['black', 'grey', 'orange', 'seal brown', 'white']",[],[],['striped'],"['bedroom', 'kitchen']","['agile', 'curious', 'friendly', 'independent', 'playful']"
A1TIGRO1RVJ975,cat,feline mammal usually having thick soft fur and no ability to roar: domestic cats,"Black, white, ginger/orange, grey, brown, cream, tortoiseshell, calico, tabby","Independent, playful, curious, agile, affectionate (can be), predatory (to small prey), graceful, quiet, observant","Companionship, pest control, entertainment, petting, napping, hunting (instinctively)",25.0,10.0,true,false,false,false,false,false,45.0,15.0,true,false,false,false,false,false,"Home, lap, couch, garden, street, alley, pet store, shelter, barn","Fur, skin, muscle, bone, blood (biological materials)","Solid color, tabby (striped/swirled), spotted, patched, colorpoint, tuxedo, calico, tortoiseshell","Small, agile, sleek, compact, elongated (body), four-legged, whiskered",38.5,1.0,true,false,false,false,"Soft, furry, silky, coarse, bristly (some breeds), smooth (nose), rough (tongue)",50.0,40.0,true,false,false,false,4.0,2.0,false,true,false,false,false,15.0,5.0,true,false,false,false,false,false,centimeters,centimeters,celsius,US dollars,kilograms,centimeters,[],"['black', 'grey', 'orange', 'seal brown', 'white']","['bone', 'fur', 'skin']",[],['striped'],"['alley', 'barn', 'street']","['affectionate', 'agile', 'curious', 'graceful', 'independent', 'observant', 'playful', 'quiet']"
A3IG39YOA4D3B5,cat,feline mammal usually having thick soft fur and no ability to roar: domestic cats,"Black, white, ginger/orange, grey, brown, cream, tortoiseshell, calico, tabby","Independent, playful, curious, agile, affectionate (can be), predatory (to small prey), graceful, quiet, observant","Companionship, pest control, entertainment, petting, napping, hunting (instinctively)",25.0,10.0,true,false,false,false,false,false,45.0,15.0,true,false,false,false,false,false,"Home, lap, couch, garden, street, alley, pet store, shelter, barn","Fur, skin, muscle, bone, blood (biological materials)","Solid color, tabby (striped/swirled), spotted, patched, colorpoint, tuxedo, calico, tortoiseshell","Small, agile, sleek, compact, elongated (body), four-legged, whiskered",38.5,1.0,true,false,false,false,"Soft, furry, silky, coarse, bristly (some breeds), smooth (nose), rough (tongue)",50.0,40.0,true,false,false,false,4.0,2.0,false,true,false,false,false,15.0,5.0,true,false,false,false,false,false,centimeters,centimeters,celsius,US dollars,kilograms,centimeters,[],"['black', 'grey', 'orange', 'seal brown', 'white']","['bone', 'fur', 'skin']",[],['striped'],"['alley', 'barn', 'street']","['affectionate', 'agile', 'curious', 'graceful', 'independent', 'observant', 'playful', 'quiet']"
A19YWSL5VDL8MA,dog,a member of the genus Canis (probably descended from the common wolf) that has been domesticated by man since prehistoric times,"black, brown, white, gray, tan, golden, spotted, brindle","friendly, loyal, playful, protective, obedient","companionship, guarding, herding, hunting, guiding, detection (e.g., drugs, explosives), therapy",50.0,20.0,true,false,false,false,false,false,60.0,20.0,true,false,false,false,false,false,"home, backyard, park, kennel, street, animal shelter",na (living biological organism),"plain, spotted, striped, brindle, patched","na (dogs come in diverse body shapes, not easily categorized like objects)",38.5,0.5,true,false,false,false,"smooth, rough, coarse, fluffy, wiry, curly",500.0,400.0,true,false,false,false,20.0,15.0,false,true,false,false,false,25.0,10.0,true,false,false,false,false,false,centimeters,centimeters,celsius,US dollars,kilograms,centimeters,[],"['black', 'gold', 'grey', 'seal brown', 'white']",[],[],['striped'],"['kennel', 'park', 'street']","['friendly', 'loyal', 'obedient', 'playful', 'protective']"
A4B9531QE4KXW,dog,a member of the genus Canis (probably descended from the common wolf) that has been domesticated by man since prehistoric times,"Black, brown, white, golden, grey, red, tan, or multi-colored","Friendly, loyal, playful, protective, sometimes stubborn (depending on breed)","Companion animal, guard dog, hunting companion, service dog, therapy",50.0,10.0,true,false,false,false,false,false,60.0,10.0,true,false,false,false,false,false,"Home, parks, gardens, streets, kennels, vet offices",Not applicable,"Plain, spotted (like Dalmatians), striped (like certain Huskies), patched","Rectangular (for long bodies), cylindrical (for shorter breeds), round (for compact breeds)",38.0,1.0,true,false,false,false,"Smooth (like in Beagles or Greyhounds), rough (like in terriers), fluffy (like in Samoyeds or Pomeranians)",1250.0,1000.0,true,false,false,false,20.0,10.0,false,true,false,false,false,15.0,5.0,true,false,false,false,false,false,centimeters,centimeters,celsius,US dollars,kilograms,centimeters,[],"['black', 'gold', 'grey', 'or', 'red', 'seal brown', 'white']",[],"['cylindrical', 'rectangle', 'round']",['striped'],[],"['friendly', 'loyal', 'playful', 'protective']"
A2CBDBS29BF2OX,dog,a member of the genus Canis (probably descended from the common wolf) that has been domesticated by man since prehistoric times,"black, brown, white","friendly, loyal, protective","to guard, to accompany, to assist humans",60.0,20.0,true,false,false,false,false,false,90.0,30.0,true,false,false,false,false,false,"home, park, backyard",na,"spotted, striped, plain","quadruped, elongated",38.5,0.5,true,false,false,false,"furry, smooth, coarse",100.0,800.0,true,false,false,false,25.0,15.0,false,true,false,false,false,30.0,10.0,true,false,false,false,false,false,centimeters,centimeters,celsius,US dollars,kilograms,centimeters,[],"['black', 'seal brown', 'white']",[],[],['striped'],['park'],"['friendly', 'loyal', 'protective']"
A9J5TK66VZSE1,horse,solid-hoofed herbivorous quadruped domesticated since prehistoric times,"Brown, black, white, gray.","Strong, energetic, intelligent, trainable, loyal, skittish in some cases.","Riding, transportation, work pulling loads, racing, therapy, companionship, ceremonial uses.",1.6,0.2,false,false,false,true,false,false,2.4,0.3,false,false,false,true,false,false,"Farm, stable, ranch, racetrack, countryside, pasture.","Not applicable (a living animal, not an object made from materials).","Plain, spotted, striped  blaze or socks white markings.","Quadruped four-legged, elongated body, arched neck, long face, cylindrical limbs.",38.0,0.5,true,false,false,false,"Smooth short fur/hair, coarse mane and tail, rough hooves.",5000.0,3000.0,true,false,false,false,500.0,150.0,false,true,false,false,false,0.6,0.1,false,false,false,true,false,false,meters,meters,celsius,US dollars,kilograms,meters,[],"['black', 'grey', 'seal brown', 'white']",[],['cylindrical'],['striped'],"['farm', 'pasture', 'stable']","['intelligent', 'loyal', 'skittish', 'strong']"
A3MD7YLJ08ABVI,horse,solid-hoofed herbivorous quadruped domesticated since prehistoric times,"Brown, black, white, gray.","Durable, strong, loyal, trainable, sometimes skittish.","Riding, racing, pulling carts, farming, police military work, therapy.",1.6,0.2,false,false,false,true,false,false,2.4,0.3,false,false,false,true,false,false,"Farms, stables, pastures, ranches, racetracks, countryside, zoos.","Organic fur, skin, bone, muscle; not metal or plastic.","Plain, spotted, striped rarely, dappled, patched.",Cylindrical body with elongated head and legs; overall form is organic animal-shaped.,38.0,0.5,true,false,false,false,"Smooth coat, coarse mane/tail, hard hooves.",5000.0,4000.0,true,false,false,false,500.0,150.0,false,true,false,false,false,0.8,0.2,false,false,false,true,false,false,meters,meters,celsius,US dollars,kilograms,meters,[],"['black', 'grey', 'seal brown', 'white']","['bone', 'fur', 'metal', 'plastic', 'skin']",['cylindrical'],['striped'],[],"['durable', 'loyal', 'skittish', 'strong']"
A2Q5QVGC4OJI7L,horse,solid-hoofed herbivorous quadruped domesticated since prehistoric times,"Brown, black, white, grey, chestnut, bay, palomino","Strong, fast, docile (domesticated), sensitive, intelligent, athletic, spirited, loyal, social","Riding, racing, transportation, work (plowing, hauling), therapy, sport, companionship, breeding",1.5,0.2,false,false,false,true,false,false,2.4,0.4,false,false,false,true,false,false,"Stable, pasture, farm, race track, riding arena, wild (feral populations), trail","Fur, skin, muscle, bone, blood (biological materials)","Solid color, spotted (appaloosa), striped (zebra-like in some wild relatives), patches (pinto), blaze/star (facial markings)","Muscular, elongated, four-legged, equine, powerful, graceful",38.0,0.5,true,false,false,false,"Smooth (coat), silky (mane/tail), coarse (mane/tail), leathery (hooves), soft (muzzle)",5000.0,4000.0,true,false,false,false,500.0,150.0,false,true,false,false,false,0.6,0.15,false,false,false,true,false,false,meters,meters,celsius,US dollars,kilograms,meters,[],"['bay', 'black', 'chestnut', 'grey', 'seal brown', 'white']","['bone', 'fur', 'skin']",[],['striped'],"['arena', 'farm', 'pasture', 'stable']","['docile', 'fast', 'intelligent', 'loyal', 'social', 'strong']"
A1538ODICBKNRV,sheep,woolly usually horned ruminant mammal related to the goat,"white, black, brown, gray, na","docile, timid, social, na","to provide wool, milk, meat (mutton/lamb), companionship (in some cases)",0.75,0.1,false,false,false,true,false,false,-0.25,0.2,false,false,false,true,false,false,"pasture, farm, field, barn, rural countryside","organic (flesh, bone, wool), na","plain, occasionally mottled or spotted, na","roughly oval or oblong (body), cylindrical (legs), na",39.0,0.5,true,false,false,false,"woolly, soft, coarse (depending on breed)",150.0,50.0,true,false,false,false,70.0,20.0,false,true,false,false,false,-0.09999999999999998,0.1,false,false,false,true,false,false,meters,meters,celsius,US dollars,kilograms,meters,[],"['black', 'grey', 'seal brown', 'white']",['bone'],"['cylindrical', 'oblong', 'oval']",[],"['barn', 'farm', 'field', 'pasture']","['docile', 'social', 'timid']"
A1HPEY1GDOLK3R,sheep,woolly usually horned ruminant mammal related to the goat,"white, black, brown, gray","durable, friendly, docile, hardy","to produce wool, to provide meat (mutton/lamb), to graze",0.9,0.2,false,false,false,true,false,false,1.3,0.3,false,false,false,true,false,false,"farm, pasture, barn, rural field","organic/animal matter (wool, skin, muscle)","plain, occasionally spotted","oval (body), cylindrical (legs), rounded",39.0,0.5,true,false,false,false,"woolly, coarse, soft",200.0,100.0,false,false,false,false,70.0,20.0,false,true,false,false,false,0.5,0.1,false,false,false,true,false,false,meters,meters,celsius,na,kilograms,meters,[],"['black', 'grey', 'seal brown', 'white']",['skin'],"['cylindrical', 'oval']",[],"['barn', 'farm', 'field', 'pasture']","['docile', 'durable', 'friendly']"
A3LA6U4J8JLGR6,sheep,woolly usually horned ruminant mammal related to the goat,"White, Black, Brown, Gray, Mixed","Gentle, Timid, Herd-oriented, Curious, Skittish","Wool production, Meat production, Dairy, Grazing",-0.25000000000000006,7.5,false,false,false,false,true,false,-0.30000000000000004,12.5,false,false,false,false,true,false,"Fields, Farms, Barns, Shepherd’s Care","Wool, Flesh, Bones","Plain, Patches","Rounded, Cylindrical, Rectangular",-0.8000000000000007,0.5,true,false,false,false,"Woolly, Rough, Soft",300.0,100.0,true,false,false,false,102.5,15.0,false,true,false,false,false,-0.15,5.0,false,false,false,false,true,false,millimeters,millimeters,celsius,US dollars,kilograms,millimeters,[],"['black', 'grey', 'seal brown', 'white']",[],"['cylindrical', 'rectangle']",[],[],"['curious', 'gentle', 'skittish', 'timid']"
ABVA5HP8ACO5Q,cow,female of domestic cattle,"white, black, brown, reddish-brown, tan, spotted","docile, gentle, social, sturdy, non-aggressive","to produce milk, to provide meat (beef), to breed calves, to produce leather",1.4,0.2,false,false,false,true,false,false,2.4,0.3,false,false,false,true,false,false,"pasture, farm, barn, field, rural areas","organic material (flesh, skin, bones, fur)","spotted, mottled, solid, patchy (e.g., Holsteins are black-and-white spotted)",roughly rectangular or cylindrical body with four legs and a head (not precise geometric shapes),38.6,0.5,true,false,false,false,"slightly rough or coarse (due to short hair), smooth in some areas",1200.0,400.0,true,false,false,false,600.0,100.0,false,true,false,false,false,0.6,0.1,false,false,false,true,false,false,meters,meters,celsius,US dollars,kilograms,meters,[],"['black', 'seal brown', 'white']","['fur', 'skin']","['cylindrical', 'rectangle']",[],"['barn', 'farm', 'field', 'pasture']","['docile', 'gentle', 'social', 'sturdy']"
A2ZMMIW6HPA21Z,cow,female of domestic cattle,"Black, White, Brown, Tan, Spotted","Docile, Gentle, Friendly, Strong, Tough","Provides milk, Meat production, Leather, Labor",1.4,0.2,false,false,false,true,false,false,2.5,0.5,true,false,false,false,false,false,"Farms, Pastures, Grasslands, Barns","Organic, Leather","Plain, Spotted, Piebald, Solid-colored","Rectangular, Cylindrical",38.5,1.0,true,false,false,false,"Smooth, Rough",2000.0,na,true,false,false,false,575.0,100.0,false,true,false,false,false,1.0,0.2,true,false,false,false,false,false,meters,centimeters,celsius,US dollars,kilograms,centimeters,[],"['black', 'seal brown', 'white']",['leather'],"['cylindrical', 'rectangle']",[],[],"['docile', 'friendly', 'gentle', 'strong', 'tough']"
A3CWQHLZEI742D,cow,female of domestic cattle,"Brown, black, white, reddish-brown, spotted (black and white, red and white)","Docile, gentle, calm, social, herbivorous, grazing, productive","Producing milk, producing meat, breeding, companionship (some cases), dairy farming, beef production",1.4,0.2,false,false,false,true,false,false,2.5,0.5,false,false,false,true,false,false,"Farm, pasture, barn, dairy farm, field, ranch, livestock market","Skin, fur, muscle, bone, blood (biological materials)","Solid color, spotted, patched, brindled, belted","Large, robust, rounded (body), four-legged, horned (some breeds)",38.5,1.0,true,false,false,false,"Short-haired (coat), smooth, coarse (tail hair), leathery (nose), soft (muzzle)",2000.0,1000.0,true,false,false,false,600.0,150.0,false,true,false,false,false,0.8,0.2,false,false,false,true,false,false,meters,meters,celsius,US dollars,kilograms,meters,[],"['black', 'red', 'seal brown', 'white']","['bone', 'fur', 'skin']",[],[],"['barn', 'farm', 'field', 'market', 'pasture']","['calm', 'docile', 'gentle', 'herbivorous', 'social']"
A1SB3E1EKGM222,elephant,five-toed animal with a long trunk,black,tough,bread,250.0,5.0,true,false,false,false,false,false,10.0,5.0,false,true,false,false,false,false,forest,flesh and bones,plain,oval,50.0,2.0,true,false,false,false,rough,1000.0,55.0,true,false,false,false,500.0,2.0,false,true,false,false,false,122.0,5.0,false,false,false,false,false,false,centimeters,feet,celsius,US dollars,kilograms,na,[],['black'],[],['oval'],[],['forest'],['tough']
A2OATYFM4AMDC3,elephant,five-toed animal with a long trunk,gray,friendly,trunk,10.5,-0.15999999999999992,false,false,false,true,false,false,21.0,-1.1500000000000004,false,false,false,true,false,false,forest,animal,plain,oval,36.4,97.5,false,true,false,false,rough,1.7,1.7,true,false,false,false,9000.0,4050.0,false,true,false,false,false,-1.5000000000000002,-0.45000000000000007,false,false,false,true,false,false,meters,meters,fahrenheit,US dollars,kilograms,meters,[],['grey'],[],['oval'],[],['forest'],['friendly']
A3HYVNOUDV0AFF,elephant,five-toed animal with a long trunk,black,na,na,210.0,20.0,true,false,false,false,false,false,200.0,25.0,true,false,false,false,false,false,forest,na,na,rectangular,na,na,false,false,false,true,rough,na,na,false,false,true,false,160.0,50.0,false,true,false,false,false,200.0,15.0,true,false,false,false,false,false,centimeters,centimeters,na,na,kilograms,centimeters,[],['black'],[],['rectangle'],[],['forest'],[]
AMJSQUZG68YZ6,bear,"Large, heavy-bodied mammals that walk flat-footed, covered in thick fur and equipped with powerful claws; most species are omnivores.","Brown, black, white (e.g., polar bear), grey, blond (some grizzlies)","Tough, strong, potentially aggressive, highly adaptable, often solitary","Not applicable to tool-like functions, but biologically: hunting, foraging, hibernation, raising young",2.5,0.5,false,false,false,true,false,false,2.1,0.6,false,false,false,true,false,false,"Forests, mountains, tundra, grasslands, zoos, national parks","Organic/biological matter (flesh, bone, fur — not applicable to artificial materials like metal or plastic)","Mostly plain, sometimes with slight shading or variation in fur color","Rounded body, broad cylindrical torso, large head, thick limbs",37.0,1.0,true,false,false,false,"Thick, coarse fur; rough paw pads; claws are hard and smooth",na,na,false,false,true,false,300.0,150.0,true,false,false,false,false,0.9,0.2,false,false,false,true,false,false,meters,meters,celsius,na,grams,meters,[],"['black', 'green', 'grey', 'seal brown', 'white']","['bone', 'fur', 'metal', 'plastic']",['cylindrical'],[],['tundra'],"['aggressive', 'strong', 'tough']"
A3AHM2WWNW001Z,bear,"Large, heavy-bodied mammals that walk flat-footed, covered in thick fur and equipped with powerful claws; most species are omnivores.","Brown, black, white (polar), grizzly, cinnamon","Strong, powerful, wild, dangerous (can be), solitary, territorial, intelligent, adaptable, dormant (hibernating)","Hunting, foraging, denning, hibernating, reproducing, contributing to ecosystem, omnivorous eating, defending territory",1.0,0.4,false,false,false,true,false,false,1.8,0.7,false,false,false,true,false,false,"Forest, mountains, wilderness, arctic, zoo, national park","Fur, skin, muscle, bone, fat (biological materials)","Solid color, grizzled (some species), often uniform, sometimes lighter muzzle","Large, bulky, rounded (body), powerful, stocky, long-snouted",37.0,1.0,true,false,false,false,"Furry, shaggy, dense (coat), rough (claws), wet (after water)",na,na,false,false,true,false,200.0,150.0,false,true,false,false,false,0.8,0.3,false,false,false,true,false,false,meters,meters,celsius,na,kilograms,meters,[],"['black', 'seal brown', 'white']","['bone', 'fur', 'skin']",[],[],"['forest', 'park']","['intelligent', 'powerful', 'strong']"
A9H5B9EE9133O,bear,"Large, heavy-bodied mammals that walk flat-footed, covered in thick fur and equipped with powerful claws; most species are omnivores.","Brown, black, white (polar), grizzly, cinnamon","Strong, powerful, wild, dangerous (can be), solitary, territorial, intelligent, adaptable, dormant (hibernating)","Hunting, foraging, denning, hibernating, reproducing, contributing to ecosystem, omnivorous eating, defending territory",1.0,0.4,false,false,false,true,false,false,1.8,0.7,false,false,false,true,false,false,"Forest, mountains, wilderness, arctic, zoo, national park","Fur, skin, muscle, bone, fat (biological materials)","Solid color, grizzled (some species), often uniform, sometimes lighter muzzle","Large, bulky, rounded (body), powerful, stocky, long-snouted",37.0,1.0,true,false,false,false,"Furry, shaggy, dense (coat), rough (claws), wet (after water)",na,na,true,false,false,false,200.0,150.0,false,true,false,false,false,0.8,0.3,false,false,false,true,false,false,meters,meters,celsius,US dollars,kilograms,meters,[],"['black', 'seal brown', 'white']","['bone', 'fur', 'skin']",[],[],"['forest', 'park']","['intelligent', 'powerful', 'strong']"
A1U2HNO11R62FN,zebra,any of several fleet black-and-white striped African equines,"Black, white (sometimes described as black with white stripes or vice versa)","Skittish, wary, tough, fast","Grazing, contributing to ecosystems, prey in the food chain, transportation in limited cultural contexts (historically), tourism attraction",1.3,0.2,false,false,false,true,false,false,2.4,0.3,false,false,false,true,false,false,"Savannas, grasslands, zoos, wildlife reserves",na (biological/flesh and bone),Striped,na (zebras do not have standard geometric shapes),38.5,0.5,true,false,false,false,Slightly coarse or smooth (fur-covered),4000.0,1500.0,true,false,false,false,350.0,100.0,false,true,false,false,false,0.6,0.1,false,false,false,true,false,false,meters,meters,celsius,US dollars,kilograms,meters,[],"['black', 'or', 'white']",['bone'],[],['striped'],[],"['fast', 'skittish', 'tough', 'wary']"
A3LA6U4J8JLGR6,zebra,any of several fleet black-and-white striped African equines,Black and white,"Tough, alert, social","Ecological role as herbivore and prey, wildlife attraction",1.4,10.0,false,false,false,false,true,false,2.2,20.0,false,false,false,false,true,false,"Savannas, grasslands, open woodlands","Organic (fur, skin, muscle)",Striped,"Rectangular body, cylindrical legs",37.5,0.5,true,false,false,false,"Rough fur, smooth skin",2250.0,500.0,true,false,false,false,400.0,400.0,false,true,false,false,false,0.6,10.0,false,false,false,false,true,false,millimeters,millimeters,celsius,US dollars,kilograms,millimeters,[],"['black', 'white']","['fur', 'skin']","['cylindrical', 'rectangle']",['striped'],[],"['alert', 'social', 'tough']"
A32I76KGQ7CPDQ,zebra,any of several fleet black-and-white striped African equines,black and white,"wary, tough, social","grazing, ecosystem role, tourism attraction",1.4,0.2,false,false,false,true,false,false,2.4,0.3,false,false,false,true,false,false,"African savannas, grasslands, zoos",biological tissue,striped,na,38.5,0.5,true,false,false,false,smooth,3000.0,1000.0,true,false,false,false,300.0,50.0,false,true,false,false,false,0.6,0.1,false,false,false,true,false,false,meters,meters,celsius,US dollars,kilograms,meters,[],"['black', 'white']",[],[],['striped'],[],"['social', 'tough', 'wary']"
A1C04JSHSWJSMJ,giraffe,"tallest living quadruped which has a spotted coat and small horns and very long neck and legs
 Of savannahs of tropical Africa
","Brown, beige, tan, white (spotted coat)","Gentle, calm, curious (non-aggressive)",Browsing vegetation (mainly acacia trees); reaching high foliage,5.5,0.3,false,false,false,false,false,false,5.8,0.3,false,false,false,true,false,false,"Savannahs, grasslands, tropical regions of Africa","Biological, organic material (not typically described in terms of man-made materials)","Spotted (random, patchy patterns varying in shape and color)",Cylindrical (main body and neck),39.0,2.0,true,false,false,false,Rough (skin has a unique texture due to its patches),na,na,false,false,true,false,2000.0,100.0,false,true,false,false,false,5.5,0.3,false,false,false,true,false,false,na,meters,celsius,na,kilograms,meters,[],"['seal brown', 'white']",[],['cylindrical'],[],[],"['calm', 'curious', 'gentle']"
A1B9GN2OMXHHZW,giraffe,"tallest living quadruped which has a spotted coat and small horns and very long neck and legs
 Of savannahs of tropical Africa
","Yellow, tan, brown, cream, reddish-brown, black (spots)","Gentle, peaceful, graceful, docile, quiet, observant, timid (when young), tall, majestic","Grazing (on tall trees), Browse (leaves), reproduction, moving through habitat, contributing to ecosystem, tourist attraction (in zoos/safaris)",5.5,1.5,false,false,false,true,false,false,3.0,0.5,false,false,false,true,false,false,"African savannahs, grasslands, open woodlands, national parks, zoos","Skin, bone, muscle, fur, blood (biological materials)","Irregular patches, spotted, polygonal, reticulated, unique (individual patterns)","Tall, elongated, slender, cylindrical (neck/legs), lanky, horned",38.5,1.0,true,false,false,false,"Smooth (coat), short-haired, coarse (mane), bony (horns)",na,na,false,false,true,false,1200.0,400.0,false,true,false,false,false,1.0,0.2,false,false,false,true,false,false,meters,meters,celsius,na,kilograms,meters,[],"['black', 'seal brown', 'yellow']","['bone', 'fur', 'skin']",['cylindrical'],[],[],"['docile', 'gentle', 'graceful', 'majestic', 'observant', 'quiet', 'timid']"
A3DESDYKGJY138,giraffe,"tallest living quadruped which has a spotted coat and small horns and very long neck and legs
 Of savannahs of tropical Africa
","Tan, light brown, cream, with darker brown","Gentle, shy, social, alert, durable in terms of adaptation to environment.",Part of natural ecosystems; grazes tall trees; draws ecotourism attention.,5.5,0.5,false,false,false,true,false,false,2.4,0.5,false,false,false,true,false,false,"Savannahs of Africa, wildlife reserves, zoos.",Not applicable it is a living animal organic tissue.,Spotted irregular dark patches on a lighter background.,"Tall, long neck and legs, body is irregular but roughly cylindrical with four limbs.",38.5,0.5,true,false,false,false,"Short, coarse fur; smooth horns.",40000.0,5000.0,true,false,false,false,1200.0,200.0,false,true,false,false,false,0.6,0.2,false,false,false,true,false,false,meters,meters,celsius,US dollars,kilograms,meters,[],['seal brown'],[],['cylindrical'],[],[],"['alert', 'durable', 'gentle', 'shy', 'social']"
