experiment_type,model,concept,file,total_rows,failed_rows,failure_rate
avg,phi3mini_4k_instruct_q4,truck,20_size_truck_height_meters.json,20,0,0.0
avg,phi3mini_4k_instruct_q4,truck,1_texture_truck.json,20,0,0.0
avg,phi3mini_4k_instruct_q4,truck,20_weight_truck_weight_ounces.json,20,0,0.0
avg,phi3mini_4k_instruct_q4,truck,20_value_truck_monetary_value_euros.json,20,0,0.0
avg,phi3mini_4k_instruct_q4,truck,20_size_truck_height_inches.json,20,0,0.0
avg,phi3mini_4k_instruct_q4,truck,1_pattern_truck.json,20,0,0.0
avg,phi3mini_4k_instruct_q4,truck,20_size_truck_length_centimeters.json,20,0,0.0
avg,phi3mini_4k_instruct_q4,truck,20_temperature_truck_temperature_celsius.json,20,0,0.0
avg,phi3mini_4k_instruct_q4,truck,20_size_truck_width_meters.json,20,0,0.0
avg,phi3mini_4k_instruct_q4,truck,20_size_truck_width_millimeters.json,20,0,0.0
avg,phi3mini_4k_instruct_q4,truck,20_value_truck_monetary_value_pounds.json,20,0,0.0
avg,phi3mini_4k_instruct_q4,truck,20_size_truck_width_inches.json,20,0,0.0
avg,phi3mini_4k_instruct_q4,truck,20_size_truck_length_millimeters.json,20,0,0.0
avg,phi3mini_4k_instruct_q4,truck,20_temperature_truck_temperature_kelvin.json,20,0,0.0
avg,phi3mini_4k_instruct_q4,truck,20_size_truck_height_millimeters.json,20,0,0.0
avg,phi3mini_4k_instruct_q4,truck,1_function_truck.json,20,0,0.0
avg,phi3mini_4k_instruct_q4,truck,20_weight_truck_weight_kilograms.json,20,0,0.0
avg,phi3mini_4k_instruct_q4,truck,20_size_truck_width_centimeters.json,20,0,0.0
avg,phi3mini_4k_instruct_q4,truck,20_size_truck_length_meters.json,20,0,0.0
avg,phi3mini_4k_instruct_q4,truck,1_material_truck.json,20,0,0.0
avg,phi3mini_4k_instruct_q4,truck,1_context_truck.json,20,0,0.0
avg,phi3mini_4k_instruct_q4,truck,1_shape_truck.json,20,0,0.0
avg,phi3mini_4k_instruct_q4,truck,20_temperature_truck_temperature_fahrenheit.json,20,0,0.0
avg,phi3mini_4k_instruct_q4,truck,20_value_truck_monetary_value_US dollars.json,20,0,0.0
avg,phi3mini_4k_instruct_q4,truck,1_location_truck.json,20,0,0.0
avg,phi3mini_4k_instruct_q4,truck,20_size_truck_height_centimeters.json,20,0,0.0
avg,phi3mini_4k_instruct_q4,truck,20_weight_truck_weight_grams.json,20,0,0.0
avg,phi3mini_4k_instruct_q4,truck,20_size_truck_length_inches.json,20,0,0.0
avg,phi3mini_4k_instruct_q4,truck,20_size_truck_height_feet.json,20,0,0.0
avg,phi3mini_4k_instruct_q4,skis,20_size_skis_height_centimeters.json,20,0,0.0
avg,phi3mini_4k_instruct_q4,skis,1_pattern_skis.json,20,0,0.0
avg,phi3mini_4k_instruct_q4,skis,20_temperature_skis_temperature_fahrenheit.json,20,0,0.0
avg,phi3mini_4k_instruct_q4,skis,20_value_skis_monetary_value_US dollars.json,20,0,0.0
avg,phi3mini_4k_instruct_q4,skis,20_size_skis_length_meters.json,20,0,0.0
avg,phi3mini_4k_instruct_q4,skis,1_scenario_skis.json,20,0,0.0
avg,phi3mini_4k_instruct_q4,skis,1_function_skis.json,20,0,0.0
avg,phi3mini_4k_instruct_q4,skis,20_value_skis_monetary_value_euros.json,20,0,0.0
avg,phi3mini_4k_instruct_q4,skis,20_size_skis_length_millimeters.json,20,0,0.0
avg,phi3mini_4k_instruct_q4,skis,20_size_skis_height_meters.json,20,0,0.0
avg,phi3mini_4k_instruct_q4,skis,1_material_skis.json,20,0,0.0
avg,phi3mini_4k_instruct_q4,skis,20_value_skis_monetary_value_pounds.json,20,0,0.0
avg,phi3mini_4k_instruct_q4,skis,1_context_skis.json,20,0,0.0
avg,phi3mini_4k_instruct_q4,skis,20_size_skis_width_millimeters.json,20,0,0.0
avg,phi3mini_4k_instruct_q4,skis,20_size_skis_height_inches.json,20,0,0.0
avg,phi3mini_4k_instruct_q4,skis,20_weight_skis_weight_kilograms.json,20,0,0.0
avg,phi3mini_4k_instruct_q4,skis,20_weight_skis_weight_ounces.json,20,0,0.0
avg,phi3mini_4k_instruct_q4,skis,20_weight_skis_weight_grams.json,20,0,0.0
avg,phi3mini_4k_instruct_q4,skis,20_temperature_skis_temperature_kelvin.json,20,0,0.0
avg,phi3mini_4k_instruct_q4,skis,20_size_skis_width_feet.json,20,0,0.0
avg,phi3mini_4k_instruct_q4,skis,20_size_skis_width_inches.json,20,0,0.0
avg,phi3mini_4k_instruct_q4,skis,20_size_skis_width_centimeters.json,20,0,0.0
avg,phi3mini_4k_instruct_q4,skis,20_size_skis_length_feet.json,20,0,0.0
avg,phi3mini_4k_instruct_q4,skis,1_location_skis.json,20,0,0.0
avg,phi3mini_4k_instruct_q4,skis,20_size_skis_length_centimeters.json,20,0,0.0
avg,phi3mini_4k_instruct_q4,skis,20_size_skis_height_millimeters.json,20,0,0.0
avg,phi3mini_4k_instruct_q4,skis,1_colour_skis.json,20,0,0.0
avg,phi3mini_4k_instruct_q4,skis,20_temperature_skis_temperature_celsius.json,20,0,0.0
avg,phi3mini_4k_instruct_q4,skis,20_size_skis_width_meters.json,20,0,0.0
avg,phi3mini_4k_instruct_q4,skis,20_size_skis_length_inches.json,20,0,0.0
avg,phi3mini_4k_instruct_q4,skis,1_shape_skis.json,20,0,0.0
avg,phi3mini_4k_instruct_q4,skis,20_weight_skis_weight_pounds.json,20,0,0.0
avg,phi3mini_4k_instruct_q4,skis,20_size_skis_height_feet.json,20,0,0.0
avg,phi3mini_4k_instruct_q4,skis,1_texture_skis.json,20,0,0.0
avg,phi3mini_4k_instruct_q4,skis,1_disposition_skis.json,20,0,0.0
avg,phi3mini_4k_instruct_q4,train,20_temperature_train_temperature_kelvin.json,20,0,0.0
avg,phi3mini_4k_instruct_q4,train,20_temperature_train_temperature_celsius.json,20,0,0.0
avg,phi3mini_4k_instruct_q4,train,20_size_train_width_meters.json,20,0,0.0
avg,phi3mini_4k_instruct_q4,train,20_size_train_height_millimeters.json,20,0,0.0
avg,phi3mini_4k_instruct_q4,train,20_size_train_width_feet.json,20,0,0.0
avg,phi3mini_4k_instruct_q4,train,20_size_train_height_centimeters.json,20,0,0.0
avg,phi3mini_4k_instruct_q4,train,20_size_train_length_feet.json,20,0,0.0
avg,phi3mini_4k_instruct_q4,train,20_size_train_height_feet.json,20,0,0.0
avg,phi3mini_4k_instruct_q4,train,20_temperature_train_temperature_fahrenheit.json,20,0,0.0
avg,phi3mini_4k_instruct_q4,train,1_function_train.json,20,0,0.0
avg,phi3mini_4k_instruct_q4,train,1_scenario_train.json,20,1,0.05
avg,phi3mini_4k_instruct_q4,train,20_size_train_height_inches.json,20,0,0.0
avg,phi3mini_4k_instruct_q4,train,20_weight_train_weight_pounds.json,20,0,0.0
avg,phi3mini_4k_instruct_q4,train,20_size_train_width_inches.json,20,0,0.0
avg,phi3mini_4k_instruct_q4,train,1_texture_train.json,20,0,0.0
avg,phi3mini_4k_instruct_q4,train,20_size_train_width_millimeters.json,20,0,0.0
avg,phi3mini_4k_instruct_q4,train,20_value_train_monetary_value_euros.json,20,0,0.0
avg,phi3mini_4k_instruct_q4,train,20_size_train_width_centimeters.json,20,0,0.0
avg,phi3mini_4k_instruct_q4,train,1_shape_train.json,20,0,0.0
avg,phi3mini_4k_instruct_q4,train,20_size_train_length_millimeters.json,20,0,0.0
avg,phi3mini_4k_instruct_q4,train,20_weight_train_weight_grams.json,20,0,0.0
avg,phi3mini_4k_instruct_q4,train,20_size_train_length_centimeters.json,20,0,0.0
avg,phi3mini_4k_instruct_q4,train,1_material_train.json,20,0,0.0
avg,phi3mini_4k_instruct_q4,train,20_weight_train_weight_ounces.json,20,0,0.0
avg,phi3mini_4k_instruct_q4,train,20_value_train_monetary_value_pounds.json,20,0,0.0
avg,phi3mini_4k_instruct_q4,train,1_colour_train.json,20,0,0.0
avg,phi3mini_4k_instruct_q4,train,20_size_train_length_meters.json,20,0,0.0
avg,phi3mini_4k_instruct_q4,train,20_weight_train_weight_kilograms.json,20,0,0.0
avg,phi3mini_4k_instruct_q4,train,20_size_train_length_inches.json,20,0,0.0
avg,phi3mini_4k_instruct_q4,train,1_disposition_train.json,20,0,0.0
avg,phi3mini_4k_instruct_q4,train,20_size_train_height_meters.json,20,0,0.0
avg,phi3mini_4k_instruct_q4,train,1_location_train.json,20,0,0.0
avg,phi3mini_4k_instruct_q4,train,20_value_train_monetary_value_US dollars.json,20,0,0.0
avg,phi3mini_4k_instruct_q4,train,1_context_train.json,20,0,0.0
avg,phi3mini_4k_instruct_q4,train,1_pattern_train.json,20,0,0.0
avg,phi3mini_4k_instruct_q4,handbag,20_size_handbag_width_feet.json,20,0,0.0
avg,phi3mini_4k_instruct_q4,handbag,1_disposition_handbag.json,20,0,0.0
avg,phi3mini_4k_instruct_q4,handbag,20_size_handbag_width_inches.json,20,0,0.0
avg,phi3mini_4k_instruct_q4,handbag,20_weight_handbag_weight_kilograms.json,20,0,0.0
avg,phi3mini_4k_instruct_q4,handbag,20_size_handbag_length_inches.json,20,0,0.0
avg,phi3mini_4k_instruct_q4,handbag,20_value_handbag_monetary_value_US dollars.json,20,0,0.0
avg,phi3mini_4k_instruct_q4,handbag,1_colour_handbag.json,20,0,0.0
avg,phi3mini_4k_instruct_q4,handbag,20_size_handbag_width_centimeters.json,20,0,0.0
avg,phi3mini_4k_instruct_q4,handbag,20_temperature_handbag_temperature_kelvin.json,20,0,0.0
avg,phi3mini_4k_instruct_q4,handbag,20_size_handbag_length_centimeters.json,20,0,0.0
avg,phi3mini_4k_instruct_q4,handbag,1_location_handbag.json,20,0,0.0
avg,phi3mini_4k_instruct_q4,handbag,20_weight_handbag_weight_pounds.json,20,0,0.0
avg,phi3mini_4k_instruct_q4,handbag,1_pattern_handbag.json,20,0,0.0
avg,phi3mini_4k_instruct_q4,handbag,1_context_handbag.json,20,0,0.0
avg,phi3mini_4k_instruct_q4,handbag,20_value_handbag_monetary_value_euros.json,20,0,0.0
avg,phi3mini_4k_instruct_q4,handbag,1_scenario_handbag.json,20,0,0.0
avg,phi3mini_4k_instruct_q4,handbag,1_texture_handbag.json,20,0,0.0
avg,phi3mini_4k_instruct_q4,handbag,20_value_handbag_monetary_value_pounds.json,20,0,0.0
avg,phi3mini_4k_instruct_q4,handbag,20_size_handbag_height_centimeters.json,20,0,0.0
avg,phi3mini_4k_instruct_q4,handbag,20_size_handbag_length_meters.json,20,0,0.0
avg,phi3mini_4k_instruct_q4,handbag,20_size_handbag_length_millimeters.json,20,0,0.0
avg,phi3mini_4k_instruct_q4,handbag,20_temperature_handbag_temperature_fahrenheit.json,20,0,0.0
avg,phi3mini_4k_instruct_q4,handbag,20_size_handbag_height_feet.json,20,0,0.0
avg,phi3mini_4k_instruct_q4,handbag,20_size_handbag_height_millimeters.json,20,0,0.0
avg,phi3mini_4k_instruct_q4,handbag,1_shape_handbag.json,20,0,0.0
avg,phi3mini_4k_instruct_q4,handbag,20_size_handbag_width_millimeters.json,20,0,0.0
avg,phi3mini_4k_instruct_q4,handbag,20_size_handbag_height_inches.json,20,0,0.0
avg,phi3mini_4k_instruct_q4,handbag,1_function_handbag.json,20,0,0.0
avg,phi3mini_4k_instruct_q4,handbag,20_weight_handbag_weight_ounces.json,20,0,0.0
avg,phi3mini_4k_instruct_q4,handbag,20_temperature_handbag_temperature_celsius.json,20,0,0.0
avg,phi3mini_4k_instruct_q4,handbag,20_size_handbag_height_meters.json,20,0,0.0
avg,phi3mini_4k_instruct_q4,handbag,20_size_handbag_length_feet.json,20,0,0.0
avg,phi3mini_4k_instruct_q4,handbag,20_weight_handbag_weight_grams.json,20,0,0.0
avg,phi3mini_4k_instruct_q4,handbag,1_material_handbag.json,20,0,0.0
avg,phi3mini_4k_instruct_q4,handbag,20_size_handbag_width_meters.json,20,0,0.0
avg,phi3mini_4k_instruct_q4,bottle,1_scenario_bottle.json,20,1,0.05
avg,phi3mini_4k_instruct_q4,bottle,20_value_bottle_monetary_value_euros.json,20,0,0.0
avg,phi3mini_4k_instruct_q4,bottle,20_size_bottle_height_centimeters.json,20,0,0.0
avg,phi3mini_4k_instruct_q4,bottle,1_shape_bottle.json,20,0,0.0
avg,phi3mini_4k_instruct_q4,bottle,20_weight_bottle_weight_pounds.json,20,0,0.0
avg,phi3mini_4k_instruct_q4,bottle,20_size_bottle_height_millimeters.json,20,0,0.0
avg,phi3mini_4k_instruct_q4,bottle,20_weight_bottle_weight_grams.json,20,0,0.0
avg,phi3mini_4k_instruct_q4,bottle,20_size_bottle_height_inches.json,20,0,0.0
avg,phi3mini_4k_instruct_q4,bottle,1_texture_bottle.json,20,0,0.0
avg,phi3mini_4k_instruct_q4,bottle,20_size_bottle_height_feet.json,20,0,0.0
avg,phi3mini_4k_instruct_q4,bottle,20_size_bottle_length_centimeters.json,20,0,0.0
avg,phi3mini_4k_instruct_q4,bottle,1_location_bottle.json,20,0,0.0
avg,phi3mini_4k_instruct_q4,bottle,1_colour_bottle.json,20,0,0.0
avg,phi3mini_4k_instruct_q4,bottle,20_weight_bottle_weight_ounces.json,20,0,0.0
avg,phi3mini_4k_instruct_q4,bottle,1_material_bottle.json,20,0,0.0
avg,phi3mini_4k_instruct_q4,bottle,20_size_bottle_width_centimeters.json,20,0,0.0
avg,phi3mini_4k_instruct_q4,bottle,20_size_bottle_length_meters.json,20,0,0.0
avg,phi3mini_4k_instruct_q4,bottle,20_temperature_bottle_temperature_fahrenheit.json,20,0,0.0
avg,phi3mini_4k_instruct_q4,bottle,20_size_bottle_height_meters.json,20,0,0.0
avg,phi3mini_4k_instruct_q4,bottle,1_context_bottle.json,20,0,0.0
avg,phi3mini_4k_instruct_q4,bottle,20_size_bottle_width_feet.json,20,0,0.0
avg,phi3mini_4k_instruct_q4,bottle,20_size_bottle_length_feet.json,20,0,0.0
avg,phi3mini_4k_instruct_q4,bottle,20_size_bottle_width_inches.json,20,0,0.0
avg,phi3mini_4k_instruct_q4,bottle,20_size_bottle_width_meters.json,20,0,0.0
avg,phi3mini_4k_instruct_q4,bottle,20_weight_bottle_weight_kilograms.json,20,0,0.0
avg,phi3mini_4k_instruct_q4,bottle,1_pattern_bottle.json,20,1,0.05
avg,phi3mini_4k_instruct_q4,bottle,20_temperature_bottle_temperature_celsius.json,20,0,0.0
avg,phi3mini_4k_instruct_q4,bottle,20_size_bottle_length_inches.json,20,0,0.0
avg,phi3mini_4k_instruct_q4,bottle,20_value_bottle_monetary_value_pounds.json,20,0,0.0
avg,phi3mini_4k_instruct_q4,bottle,20_size_bottle_width_millimeters.json,20,0,0.0
avg,phi3mini_4k_instruct_q4,bottle,20_size_bottle_length_millimeters.json,20,0,0.0
avg,phi3mini_4k_instruct_q4,bottle,20_temperature_bottle_temperature_kelvin.json,20,0,0.0
avg,phi3mini_4k_instruct_q4,bottle,1_disposition_bottle.json,20,0,0.0
avg,phi3mini_4k_instruct_q4,bottle,20_value_bottle_monetary_value_US dollars.json,20,0,0.0
avg,phi3mini_4k_instruct_q4,bottle,1_function_bottle.json,20,0,0.0
avg,phi3mini_4k_instruct_q4,teddy bear,1_scenario_teddy bear.json,20,0,0.0
avg,phi3mini_4k_instruct_q4,teddy bear,20_weight_teddy bear_weight_grams.json,20,0,0.0
avg,phi3mini_4k_instruct_q4,teddy bear,1_material_teddy bear.json,20,0,0.0
avg,phi3mini_4k_instruct_q4,teddy bear,20_size_teddy bear_length_millimeters.json,20,0,0.0
avg,phi3mini_4k_instruct_q4,teddy bear,20_value_teddy bear_monetary_value_euros.json,20,0,0.0
avg,phi3mini_4k_instruct_q4,teddy bear,1_shape_teddy bear.json,20,0,0.0
avg,phi3mini_4k_instruct_q4,teddy bear,20_size_teddy bear_length_centimeters.json,20,0,0.0
avg,phi3mini_4k_instruct_q4,teddy bear,20_size_teddy bear_length_inches.json,20,0,0.0
avg,phi3mini_4k_instruct_q4,teddy bear,1_location_teddy bear.json,20,0,0.0
avg,phi3mini_4k_instruct_q4,teddy bear,20_size_teddy bear_length_feet.json,20,0,0.0
avg,phi3mini_4k_instruct_q4,teddy bear,20_size_teddy bear_height_millimeters.json,20,0,0.0
avg,phi3mini_4k_instruct_q4,teddy bear,20_size_teddy bear_width_meters.json,20,0,0.0
avg,phi3mini_4k_instruct_q4,teddy bear,1_context_teddy bear.json,20,0,0.0
avg,phi3mini_4k_instruct_q4,teddy bear,20_temperature_teddy bear_temperature_kelvin.json,20,0,0.0
avg,phi3mini_4k_instruct_q4,teddy bear,20_weight_teddy bear_weight_ounces.json,20,0,0.0
avg,phi3mini_4k_instruct_q4,teddy bear,20_temperature_teddy bear_temperature_celsius.json,20,0,0.0
avg,phi3mini_4k_instruct_q4,teddy bear,20_weight_teddy bear_weight_kilograms.json,20,0,0.0
avg,phi3mini_4k_instruct_q4,teddy bear,20_size_teddy bear_height_centimeters.json,20,0,0.0
avg,phi3mini_4k_instruct_q4,teddy bear,1_colour_teddy bear.json,20,0,0.0
avg,phi3mini_4k_instruct_q4,teddy bear,1_pattern_teddy bear.json,20,0,0.0
avg,phi3mini_4k_instruct_q4,teddy bear,1_function_teddy bear.json,20,0,0.0
avg,phi3mini_4k_instruct_q4,teddy bear,1_texture_teddy bear.json,20,0,0.0
avg,phi3mini_4k_instruct_q4,teddy bear,20_value_teddy bear_monetary_value_US dollars.json,20,0,0.0
avg,phi3mini_4k_instruct_q4,teddy bear,20_value_teddy bear_monetary_value_pounds.json,20,0,0.0
avg,phi3mini_4k_instruct_q4,teddy bear,20_size_teddy bear_height_inches.json,20,0,0.0
avg,phi3mini_4k_instruct_q4,teddy bear,20_size_teddy bear_width_millimeters.json,20,0,0.0
avg,phi3mini_4k_instruct_q4,teddy bear,20_size_teddy bear_length_meters.json,20,0,0.0
avg,phi3mini_4k_instruct_q4,teddy bear,20_size_teddy bear_width_feet.json,20,0,0.0
avg,phi3mini_4k_instruct_q4,teddy bear,20_weight_teddy bear_weight_pounds.json,20,0,0.0
avg,phi3mini_4k_instruct_q4,teddy bear,20_size_teddy bear_height_meters.json,20,0,0.0
avg,phi3mini_4k_instruct_q4,teddy bear,1_disposition_teddy bear.json,20,0,0.0
avg,phi3mini_4k_instruct_q4,teddy bear,20_size_teddy bear_height_feet.json,20,0,0.0
avg,phi3mini_4k_instruct_q4,teddy bear,20_size_teddy bear_width_inches.json,20,0,0.0
avg,phi3mini_4k_instruct_q4,teddy bear,20_size_teddy bear_width_centimeters.json,20,0,0.0
avg,phi3mini_4k_instruct_q4,teddy bear,20_temperature_teddy bear_temperature_fahrenheit.json,20,0,0.0
avg,phi3mini_4k_instruct_q4,tennis racket,20_value_tennis racket_monetary_value_pounds.json,20,0,0.0
avg,phi3mini_4k_instruct_q4,tennis racket,20_size_tennis racket_height_inches.json,20,0,0.0
avg,phi3mini_4k_instruct_q4,tennis racket,20_size_tennis racket_length_inches.json,20,0,0.0
avg,phi3mini_4k_instruct_q4,tennis racket,20_size_tennis racket_height_feet.json,20,0,0.0
avg,phi3mini_4k_instruct_q4,tennis racket,1_shape_tennis racket.json,20,0,0.0
avg,phi3mini_4k_instruct_q4,tennis racket,1_colour_tennis racket.json,20,0,0.0
avg,phi3mini_4k_instruct_q4,tennis racket,20_size_tennis racket_height_centimeters.json,20,0,0.0
avg,phi3mini_4k_instruct_q4,tennis racket,20_size_tennis racket_length_millimeters.json,20,0,0.0
avg,phi3mini_4k_instruct_q4,tennis racket,20_size_tennis racket_width_feet.json,20,0,0.0
avg,phi3mini_4k_instruct_q4,tennis racket,20_temperature_tennis racket_temperature_fahrenheit.json,20,0,0.0
avg,phi3mini_4k_instruct_q4,tennis racket,20_size_tennis racket_length_centimeters.json,20,0,0.0
avg,phi3mini_4k_instruct_q4,tennis racket,20_size_tennis racket_width_millimeters.json,20,0,0.0
avg,phi3mini_4k_instruct_q4,tennis racket,20_temperature_tennis racket_temperature_kelvin.json,20,0,0.0
avg,phi3mini_4k_instruct_q4,tennis racket,20_size_tennis racket_width_centimeters.json,20,0,0.0
avg,phi3mini_4k_instruct_q4,tennis racket,1_disposition_tennis racket.json,20,0,0.0
avg,phi3mini_4k_instruct_q4,tennis racket,20_size_tennis racket_length_meters.json,20,0,0.0
avg,phi3mini_4k_instruct_q4,tennis racket,20_size_tennis racket_height_millimeters.json,20,0,0.0
avg,phi3mini_4k_instruct_q4,tennis racket,1_location_tennis racket.json,20,0,0.0
avg,phi3mini_4k_instruct_q4,tennis racket,20_temperature_tennis racket_temperature_celsius.json,20,0,0.0
avg,phi3mini_4k_instruct_q4,tennis racket,1_pattern_tennis racket.json,20,0,0.0
avg,phi3mini_4k_instruct_q4,tennis racket,20_size_tennis racket_length_feet.json,20,0,0.0
avg,phi3mini_4k_instruct_q4,tennis racket,1_material_tennis racket.json,20,0,0.0
avg,phi3mini_4k_instruct_q4,tennis racket,20_size_tennis racket_height_meters.json,20,0,0.0
avg,phi3mini_4k_instruct_q4,tennis racket,20_weight_tennis racket_weight_pounds.json,20,0,0.0
avg,phi3mini_4k_instruct_q4,tennis racket,20_value_tennis racket_monetary_value_US dollars.json,20,0,0.0
avg,phi3mini_4k_instruct_q4,tennis racket,20_weight_tennis racket_weight_ounces.json,20,0,0.0
avg,phi3mini_4k_instruct_q4,tennis racket,20_weight_tennis racket_weight_grams.json,20,0,0.0
avg,phi3mini_4k_instruct_q4,tennis racket,1_texture_tennis racket.json,20,0,0.0
avg,phi3mini_4k_instruct_q4,tennis racket,20_size_tennis racket_width_inches.json,20,0,0.0
avg,phi3mini_4k_instruct_q4,tennis racket,20_weight_tennis racket_weight_kilograms.json,20,0,0.0
avg,phi3mini_4k_instruct_q4,tennis racket,1_function_tennis racket.json,20,0,0.0
avg,phi3mini_4k_instruct_q4,tennis racket,20_value_tennis racket_monetary_value_euros.json,20,0,0.0
avg,phi3mini_4k_instruct_q4,tennis racket,20_size_tennis racket_width_meters.json,20,0,0.0
avg,phi3mini_4k_instruct_q4,tennis racket,1_scenario_tennis racket.json,20,0,0.0
avg,phi3mini_4k_instruct_q4,tennis racket,1_context_tennis racket.json,20,0,0.0
avg,phi3mini_4k_instruct_fp16,mouse,1_scenario_mouse.json,20,0,0.0
avg,phi3mini_4k_instruct_fp16,mouse,20_weight_mouse_weight_pounds.json,20,0,0.0
avg,phi3mini_4k_instruct_fp16,mouse,20_value_mouse_monetary_value_pounds.json,20,0,0.0
avg,phi3mini_4k_instruct_fp16,mouse,20_size_mouse_width_centimeters.json,20,0,0.0
avg,phi3mini_4k_instruct_fp16,mouse,1_texture_mouse.json,20,0,0.0
avg,phi3mini_4k_instruct_fp16,mouse,20_value_mouse_monetary_value_US dollars.json,20,0,0.0
avg,phi3mini_4k_instruct_fp16,mouse,20_size_mouse_length_millimeters.json,20,0,0.0
avg,phi3mini_4k_instruct_fp16,mouse,20_size_mouse_height_feet.json,20,0,0.0
avg,phi3mini_4k_instruct_fp16,mouse,20_size_mouse_height_inches.json,20,0,0.0
avg,phi3mini_4k_instruct_fp16,mouse,1_location_mouse.json,20,0,0.0
avg,phi3mini_4k_instruct_fp16,mouse,20_weight_mouse_weight_grams.json,20,0,0.0
avg,phi3mini_4k_instruct_fp16,mouse,20_size_mouse_width_inches.json,20,0,0.0
avg,phi3mini_4k_instruct_fp16,mouse,20_size_mouse_length_feet.json,20,0,0.0
avg,phi3mini_4k_instruct_fp16,mouse,1_pattern_mouse.json,20,0,0.0
avg,phi3mini_4k_instruct_fp16,mouse,20_weight_mouse_weight_kilograms.json,20,0,0.0
avg,phi3mini_4k_instruct_fp16,mouse,20_size_mouse_length_meters.json,20,0,0.0
avg,phi3mini_4k_instruct_fp16,mouse,1_colour_mouse.json,20,0,0.0
avg,phi3mini_4k_instruct_fp16,mouse,1_shape_mouse.json,20,0,0.0
avg,phi3mini_4k_instruct_fp16,mouse,20_size_mouse_width_millimeters.json,20,0,0.0
avg,phi3mini_4k_instruct_fp16,mouse,20_size_mouse_height_centimeters.json,20,0,0.0
avg,phi3mini_4k_instruct_fp16,mouse,20_temperature_mouse_temperature_kelvin.json,20,0,0.0
avg,phi3mini_4k_instruct_fp16,mouse,20_value_mouse_monetary_value_euros.json,20,0,0.0
avg,phi3mini_4k_instruct_fp16,mouse,20_temperature_mouse_temperature_celsius.json,20,0,0.0
avg,phi3mini_4k_instruct_fp16,mouse,20_size_mouse_width_feet.json,20,0,0.0
avg,phi3mini_4k_instruct_fp16,mouse,1_context_mouse.json,20,0,0.0
avg,phi3mini_4k_instruct_fp16,mouse,20_size_mouse_height_meters.json,20,0,0.0
avg,phi3mini_4k_instruct_fp16,mouse,1_disposition_mouse.json,20,0,0.0
avg,phi3mini_4k_instruct_fp16,mouse,20_size_mouse_width_meters.json,20,0,0.0
avg,phi3mini_4k_instruct_fp16,mouse,20_temperature_mouse_temperature_fahrenheit.json,20,0,0.0
avg,phi3mini_4k_instruct_fp16,mouse,20_size_mouse_length_inches.json,20,0,0.0
avg,phi3mini_4k_instruct_fp16,mouse,1_function_mouse.json,20,0,0.0
avg,phi3mini_4k_instruct_fp16,mouse,20_size_mouse_length_centimeters.json,20,0,0.0
avg,phi3mini_4k_instruct_fp16,mouse,20_size_mouse_height_millimeters.json,20,0,0.0
avg,phi3mini_4k_instruct_fp16,mouse,1_material_mouse.json,20,0,0.0
avg,phi3mini_4k_instruct_fp16,mouse,20_weight_mouse_weight_ounces.json,20,0,0.0
avg,phi3mini_4k_instruct_fp16,potted plant,1_disposition_potted plant.json,20,0,0.0
avg,phi3mini_4k_instruct_fp16,potted plant,20_weight_potted plant_weight_pounds.json,20,0,0.0
avg,phi3mini_4k_instruct_fp16,potted plant,20_size_potted plant_height_feet.json,20,0,0.0
avg,phi3mini_4k_instruct_fp16,potted plant,20_size_potted plant_width_meters.json,20,0,0.0
avg,phi3mini_4k_instruct_fp16,potted plant,20_size_potted plant_width_millimeters.json,20,0,0.0
avg,phi3mini_4k_instruct_fp16,potted plant,1_shape_potted plant.json,20,0,0.0
avg,phi3mini_4k_instruct_fp16,potted plant,20_size_potted plant_length_feet.json,20,0,0.0
avg,phi3mini_4k_instruct_fp16,potted plant,20_size_potted plant_length_meters.json,20,0,0.0
avg,phi3mini_4k_instruct_fp16,potted plant,1_location_potted plant.json,20,0,0.0
avg,phi3mini_4k_instruct_fp16,potted plant,20_size_potted plant_length_centimeters.json,20,0,0.0
avg,phi3mini_4k_instruct_fp16,potted plant,1_function_potted plant.json,20,0,0.0
avg,phi3mini_4k_instruct_fp16,potted plant,20_weight_potted plant_weight_kilograms.json,20,0,0.0
avg,phi3mini_4k_instruct_fp16,potted plant,1_scenario_potted plant.json,20,0,0.0
avg,phi3mini_4k_instruct_fp16,potted plant,1_colour_potted plant.json,20,0,0.0
avg,phi3mini_4k_instruct_fp16,potted plant,20_size_potted plant_width_feet.json,20,0,0.0
avg,phi3mini_4k_instruct_fp16,potted plant,20_value_potted plant_monetary_value_euros.json,20,0,0.0
avg,phi3mini_4k_instruct_fp16,potted plant,20_value_potted plant_monetary_value_pounds.json,20,0,0.0
avg,phi3mini_4k_instruct_fp16,potted plant,20_temperature_potted plant_temperature_fahrenheit.json,20,0,0.0
avg,phi3mini_4k_instruct_fp16,potted plant,20_size_potted plant_length_millimeters.json,20,0,0.0
avg,phi3mini_4k_instruct_fp16,potted plant,20_size_potted plant_height_inches.json,20,0,0.0
avg,phi3mini_4k_instruct_fp16,potted plant,20_value_potted plant_monetary_value_US dollars.json,20,0,0.0
avg,phi3mini_4k_instruct_fp16,potted plant,20_size_potted plant_height_millimeters.json,20,0,0.0
avg,phi3mini_4k_instruct_fp16,potted plant,20_temperature_potted plant_temperature_kelvin.json,20,0,0.0
