WorkerId,Input.object_name,Input.object_description,Answer.affordance,Answer.colour,Answer.disposition,Answer.height_mean,Answer.height_range,Answer.height_unit_cm.centimeters,Answer.height_unit_f.feet,Answer.height_unit_i.inches,Answer.height_unit_m.meters,Answer.height_unit_mm.millimeters,Answer.height_unit_na.na,Answer.length_mean,Answer.length_range,Answer.length_unit_cm.centimeters,Answer.length_unit_f.feet,Answer.length_unit_i.inches,Answer.length_unit_m.meters,Answer.length_unit_mm.millimeters,Answer.length_unit_na.na,Answer.location,Answer.material,Answer.pattern,Answer.shape,Answer.temperature_mean,Answer.temperature_range,Answer.temperature_unit_c.celsius,Answer.temperature_unit_f.fahrenheit,Answer.temperature_unit_k.kelvin,Answer.temperature_unit_na.na,Answer.texture,Answer.value_mean,Answer.value_range,Answer.value_unit_d.US dollars,Answer.value_unit_e.euros,Answer.value_unit_na.na,Answer.value_unit_p.pounds,Answer.weight_mean,Answer.weight_range,Answer.weight_unit_g.grams,Answer.weight_unit_kg.kilograms,Answer.weight_unit_na.na,Answer.weight_unit_o.ounces,Answer.weight_unit_p.pounds,Answer.width_mean,Answer.width_range,Answer.width_unit_cm.centimeters,Answer.width_unit_f.feet,Answer.width_unit_i.inches,Answer.width_unit_m.meters,Answer.width_unit_mm.millimeters,Answer.width_unit_na.na,Answer.height_unit,Answer.length_unit,Answer.temperature_unit,Answer.value_unit,Answer.weight_unit,Answer.width_unit,Answer.texture_cleaned,Answer.colour_cleaned,Answer.material_cleaned,Answer.shape_cleaned,Answer.pattern_cleaned,Answer.location_cleaned,Answer.disposition_cleaned
A27YP2KBBCV76A,broccoli,plant with dense clusters of tight green flower buds,"to eat, to cook, to provide nutrition","green, dark green, light green","edible, perishable, fibrous",8,2,true,false,false,false,false,false,20,5,true,false,false,false,false,false,"grocery store, refrigerator, farm","plant tissue, fiber, water","clustered, branching, floret-patterned","tree-like, clustered, rounded",na,na,false,false,false,true,"bumpy, firm, rough",2,1,true,false,false,false,300,50,true,false,false,false,false,12,3,true,false,false,false,false,false,centimeters,centimeters,na,US dollars,grams,centimeters,"['bumpy', 'rough']","['dark green', 'green']","['fiber', 'water']",['round'],[],"['farm', 'grocery', 'refrigerator', 'store']","['edible', 'perishable']"
A527BL69RAB2P,broccoli,plant with dense clusters of tight green flower buds,"Grasping, cutting, cooking, steaming, boiling, eating","Green (common), sometimes purplish-green","Fragile (wilts easily), perishable, not water-repellent, edible",15,3,true,false,false,false,false,false,15,3,true,false,false,false,false,false,"Kitchen, refrigerator, grocery store, garden, farm",Organic plant material (not applicable for artificial materials like metal/plastic),"Fractal-like, clustered, plain green with tight nodules","Tree-like, branching, rounded crown, cylindrical stem",4,2,true,false,false,false,"Rough (floret surface), bumpy, fibrous (stalk), firm",2,1,true,false,false,false,300,100,true,false,false,false,false,10,2,true,false,false,false,false,false,centimeters,centimeters,celsius,US dollars,grams,centimeters,"['bumpy', 'rough']",['green'],"['metal', 'organic']","['cylindrical', 'round']",['plain'],"['farm', 'garden', 'grocery', 'kitchen', 'refrigerator', 'store']","['edible', 'fragile', 'perishable', 'water-resistant']"
AIQHEMQB45KQG,broccoli,plant with dense clusters of tight green flower buds,grasping,green,edible,15,5,true,false,false,false,false,false,15,5,true,false,false,false,false,false,kitchen,na,na,na,na,na,false,false,false,true,rough,2,1,true,false,false,false,300,100,true,false,false,false,false,8,3,true,false,false,false,false,false,centimeters,centimeters,na,US dollars,grams,centimeters,['rough'],['green'],[],[],[],['kitchen'],['edible']
A197XPXGFKEGA9,carrot,deep orange edible root of the cultivated carrot plant,"grasping, cutting, chewing, peeling, cooking, juicing","orange, purple, yellow, white, red","fragile (can snap), perishable, edible, crisp, water-rich",0.3,0.5,true,false,false,false,false,false,4,5,false,false,false,true,false,false,"kitchen, refrigerator, grocery store, garden, pantry",organic/plant matter (not applicable for artificial materials),"plain, sometimes ringed or grooved (natural growth)","cylindrical, tapered, conical",65,58,false,false,false,false,"smooth (peeled), slightly rough (unpeeled), firm",258,42,true,false,false,false,48,5,true,false,false,false,false,6,7,false,false,false,true,false,false,centimeters,meters,na,US dollars,grams,meters,"['rough', 'smooth']","['orange', 'purple', 'red', 'white', 'yellow']",['organic'],"['conical', 'cylindrical']","['grooved', 'plain']","['garden', 'grocery', 'kitchen', 'pantry', 'refrigerator', 'store']","['edible', 'fragile', 'perishable']"
A3XNJW1NJ13Y9,carrot,deep orange edible root of the cultivated carrot plant,na,red,na,na,na,false,false,false,false,false,false,na,na,false,false,false,false,false,false,kitchen,na,na,cylindrical,na,na,false,false,false,false,smooth,na,na,true,false,false,false,na,na,false,false,false,false,false,na,na,false,false,false,false,false,false,na,na,na,US dollars,na,na,['smooth'],['red'],[],['cylindrical'],[],['kitchen'],[]
ACBN651UJTV9K,carrot,deep orange edible root of the cultivated carrot plant,grasping,deep orange,durable,50,10,true,false,false,false,false,false,15,5,true,false,false,false,false,false,kitchen,,plain,cylindrical,4,2,true,false,false,false,smooth,0.5,0.2,true,false,false,false,70,20,true,false,false,false,false,2,1,true,false,false,false,false,false,centimeters,centimeters,celsius,US dollars,grams,centimeters,['smooth'],['orange'],[],['cylindrical'],['plain'],['kitchen'],['durable']
AQKDMTBYYY8BR,hot dog,a frankfurter served hot on a bun,"grasping, eating, biting, holding","brown, tan, beige, red, yellow (from mustard), white (from onions or bread)","perishable, fragile, soft",6,1,true,false,false,false,false,false,15,2,true,false,false,false,false,false,"kitchen, food stand, stadium, picnic, diner","meat (or meat substitute), bread","plain, striped (from grill marks), drizzled (with ketchup/mustard)","cylindrical (sausage), oval/oblong (bun)",60,10,true,false,false,false,"smooth (sausage), soft (bun), sometimes slightly crispy (grilled sausage)",3,2,true,false,false,false,150,30,false,true,false,false,false,4,1,true,false,false,false,false,false,centimeters,centimeters,celsius,US dollars,kilograms,centimeters,"['smooth', 'soft']","['beige', 'or', 'red', 'seal brown', 'tan', 'white', 'yellow']",['flesh'],"['cylindrical', 'oblong', 'oval']","['plain', 'striped']","['diner', 'kitchen', 'picnic', 'stadium']","['fragile', 'perishable', 'soft']"
APGM5XXRLPHVS,hot dog,a frankfurter served hot on a bun,"Grasping, eating","Red, brown, beige","Durable, easy to consume",3,0.5,true,false,false,false,false,false,15,2,true,false,false,false,false,false,"Kitchen, street food stands, BBQ setups",na,Plain,"Cylindrical, rectangular",70,10,true,false,false,false,"Smooth, soft, juicy",2.5,1,true,false,false,false,50,10,false,true,false,false,false,2.5,0.5,true,false,false,false,false,false,centimeters,centimeters,celsius,US dollars,kilograms,centimeters,"['smooth', 'soft']","['beige', 'red', 'seal brown']",[],"['cylindrical', 'rectangle']",['plain'],"['kitchen', 'street']",['durable']
AP1X9B8AFFE7C,hot dog,a frankfurter served hot on a bun,"Grasping, eating, holding","Brown, tan, reddish-pink (sausage), yellow (mustard), white (onions or bun interior)","Perishable, soft, warm",5,1,true,false,false,false,false,false,15,2,true,false,false,false,false,false,"Kitchen, restaurant, concession stand, picnic, food truck","Edible organic materials (meat, bread, condiments)","Plain, striped (from grill marks or condiments)","Cylindrical (sausage), oval/rounded (bun)",60,10,true,false,false,false,"Smooth (sausage), soft or slightly crusty (bun)",2.5,1,true,false,false,false,120,20,true,false,false,false,false,3,0.5,true,false,false,false,false,false,centimeters,centimeters,celsius,US dollars,grams,centimeters,"['smooth', 'soft']","['or', 'seal brown', 'tan', 'white', 'yellow']",['organic'],"['cylindrical', 'oval', 'round']","['plain', 'striped']","['kitchen', 'picnic', 'restaurant']","['perishable', 'soft']"
A1IB26OLT5DBNC,pizza,Italian open pie made of thin bread dough spread with a spiced mixture of e.g. tomato sauce and cheese,"Grasping (slice), eating, sharing","Red, yellow, brown, golden","Fragile (can fall apart), greasy, hot when fresh",2,0.5,true,false,false,false,false,false,30,5,true,false,false,false,false,false,"Kitchen, restaurant, pizzeria, cafeteria","Not applicable (it’s food), but components include dough, cheese, sauce","Speckled (cheese and toppings), plain (cheese only), checkered (with toppings)","Round, triangular (slice), rectangular (sheet pizza)",60,10,true,false,false,false,"Crispy, chewy, gooey, smooth (sauce), rough (crust)",12,4,true,false,false,false,600,100,true,false,false,false,false,30,5,true,false,false,false,false,false,centimeters,centimeters,celsius,US dollars,grams,centimeters,"['rough', 'smooth']","['gold', 'red', 'seal brown', 'yellow']",[],"['rectangle', 'round']",['plain'],"['cafeteria', 'kitchen', 'pizzeria', 'restaurant']","['fragile', 'fresh', 'hot']"
ANXMHQF44B6DD,pizza,Italian open pie made of thin bread dough spread with a spiced mixture of e.g. tomato sauce and cheese,sitting,"Red,white and green",friendly,12,na,false,false,true,false,false,false,10,na,false,false,true,false,false,false,Domino's,metal,circular shape,circular,400,na,false,true,false,false,chewy yet crispy,17.81,na,true,false,false,false,5,na,false,false,false,false,true,14,na,false,false,true,false,false,false,inches,inches,fahrenheit,US dollars,pounds,inches,[],"['green', 'red', 'white']",['metal'],['circular'],[],[],['friendly']
A2CBDBS29BF2OX,pizza,Italian open pie made of thin bread dough spread with a spiced mixture of e.g. tomato sauce and cheese,"grasping, cutting, eating","red, yellow, brown","fragile, hot, edible",2,1,true,false,false,false,false,false,30,5,true,false,false,false,false,false,"kitchen, restaurant, delivery box",na,"plain, marbled, scattered (toppings)","round, rectangular, triangular (slices)",65,10,true,false,false,false,"crispy, gooey, chewy",15,5,true,false,false,false,800,200,true,false,false,false,false,30,5,true,false,false,false,false,false,centimeters,centimeters,celsius,US dollars,grams,centimeters,[],"['red', 'seal brown', 'yellow']",[],"['rectangle', 'round']","['marbled', 'plain']","['kitchen', 'restaurant']","['edible', 'fragile', 'hot']"
A39RJIZK4I6SYK,donut,a small ring-shaped friedcake,"grasping, biting, eating","brown, pink, white","fragile, sweet, perishable",3,1,true,false,false,false,false,false,8,2,true,false,false,false,false,false,"bakery, café, grocery store","dough, sugar, glaze","sprinkles, icing drizzle, plain","ring, round",30,10,true,false,false,false,"soft, fluffy, sticky",1.5,0.5,true,false,false,false,60,20,true,false,false,false,false,8,2,true,false,false,false,false,false,centimeters,centimeters,celsius,US dollars,grams,centimeters,['soft'],"['pink', 'seal brown', 'white']",[],"['ring', 'round']",['plain'],"['bakery', 'grocery', 'store']","['fragile', 'perishable', 'sweet']"
AXPWC8JHX9Q7P,donut,a small ring-shaped friedcake,"ating, holding, biting","brown, pink, white","sweet, perishable, delicate",3,0.5,true,false,false,false,false,false,8,1,true,false,false,false,false,false,"bakery, cafe, grocery store","flour, sugar, oil","sprinkles, icing swirl, glaze","ring, round, torus",na,na,true,false,false,false,"soft, fluffy, glazed",1.5,0.5,true,false,false,false,60,10,true,false,false,false,false,8,1,true,false,false,false,false,false,centimeters,centimeters,celsius,US dollars,grams,centimeters,['soft'],"['pink', 'seal brown', 'white']",[],"['ring', 'round', 'torus']",[],"['bakery', 'coffee shop', 'grocery', 'store']","['fragile', 'perishable', 'sweet']"
AIOTXH2ZY54F9,donut,a small ring-shaped friedcake,"to eat, to serve as a snack or dessert","brown, pink, white","edible, sweet, perishable",3,0.5,true,false,false,false,false,false,10,2,true,false,false,false,false,false,"bakery, kitchen, café","flour, sugar, oil","glazed, sprinkled, frosted","circular, ring-shaped, round",35,5,true,false,false,false,"soft, spongy, glazed",1.5,0.5,true,false,false,false,70,15,true,false,false,false,false,3,0.5,true,false,false,false,false,false,centimeters,centimeters,celsius,US dollars,grams,centimeters,['soft'],"['pink', 'seal brown', 'white']",[],"['circular', 'round']",['sprinkled'],"['bakery', 'kitchen']","['edible', 'perishable', 'sweet']"
A3FRNJF2I0OC34,cake,"baked goods made from or based on a mixture of flour, sugar, eggs, and fat","eating, cutting, sharing, serving","white, brown, pink, yellow, red","fragile, soft, perishable",10,2,true,false,false,false,false,false,20,5,true,false,false,false,false,false,"kitchen, bakery, dining table, party hall","flour, eggs, suger, butter, milk","plain, striped, swirled, floral","round, square, rectangular, cylindrical",25,5,true,false,false,false,"smooth, spongy, creamy",20,5,true,false,false,false,1.5,5,false,true,false,false,false,20,5,true,false,false,false,false,false,centimeters,centimeters,celsius,US dollars,kilograms,centimeters,['smooth'],"['pink', 'red', 'seal brown', 'white', 'yellow']",[],"['cylindrical', 'rectangle', 'round', 'square']","['plain', 'striped']","['bakery', 'kitchen', 'table']","['fragile', 'perishable', 'soft']"
AWY8ZMGJ7RO9Q,cake,"baked goods made from or based on a mixture of flour, sugar, eggs, and fat","eating, cutting, slicing, serving","white, brown, pink","fragile, perishable, soft",10,3,true,false,false,false,false,false,20,5,true,false,false,false,false,false,"kitchen, bakery, dining table","flour, sugar, eggs","plain, marbled, striped","cylindrical, rectangular",25,5,true,false,false,false,"soft, fluffy, smooth",25,10,true,false,false,false,1.5,0.5,false,true,false,false,false,20,5,true,false,false,false,false,false,centimeters,centimeters,celsius,US dollars,kilograms,centimeters,"['smooth', 'soft']","['pink', 'seal brown', 'white']",[],"['cylindrical', 'rectangle']","['marbled', 'plain', 'striped']","['bakery', 'kitchen', 'table']","['fragile', 'perishable', 'soft']"
AQKDMTBYYY8BR,cake,"baked goods made from or based on a mixture of flour, sugar, eggs, and fat","cutting, eating, sharing, slicing, holding (with utensils or hands)","brown, white, pink, yellow, chocolate, multicolored (depending on frosting and decoration)","fragile, perishable, sweet, soft",10,3,true,false,false,false,false,false,25,5,true,false,false,false,false,false,"kitchen, bakery, dining room, party, refrigerator","flour, sugar, eggs, butter, frosting (not industrial materials like plastic/metal)","flour, sugar, eggs, butter, frosting (not industrial materials like plastic/metal)","cylindrical (round cakes), rectangular (sheet cakes), square, heart-shaped",22,8,true,false,false,false,"soft, spongy, smooth (frosting), crumbly",25,15,true,false,false,false,1500,500,true,false,false,false,false,25,5,true,false,false,false,false,false,centimeters,centimeters,celsius,US dollars,grams,centimeters,"['smooth', 'soft']","['multicolored', 'pink', 'seal brown', 'white', 'yellow']",['plastic'],"['cylindrical', 'rectangle', 'square']",[],"['bakery', 'dining room', 'kitchen', 'refrigerator']","['fragile', 'perishable', 'soft', 'sweet']"
A2MNGO034WSP15,chair,"a seat for one person, with a support for the back","to sit, to rest, to support posture","brown, black, gray","supportive, sturdy, movable",90,10,true,false,false,false,false,false,45,5,true,false,false,false,false,false,"living room, office, classroom","wood, plastic, metal","wood, plastic, metal","rectangular, square, curved",na,na,false,false,false,true,"smooth, cushioned, wooden",50,20,true,false,false,false,5,2,false,true,false,false,false,45,5,true,false,false,false,false,false,centimeters,centimeters,na,US dollars,kilograms,centimeters,['smooth'],"['black', 'grey', 'seal brown']","['metal', 'plastic', 'wood']","['rectangle', 'square']",[],"['classroom', 'living room', 'office']","['sturdy', 'supportive']"
A3DDC0Y7XGXJZK,chair,"a seat for one person, with a support for the back","Sitting, leaning back, resting, lifting (portable chairs), stacking (in some types), reclining (in recliners)","Black, brown, white, gray, beige, red, blue, green","Durable, supportive, occasionally fragile (depending on material), stable, rigid or flexible (depending on type)",90,15,true,false,false,false,false,false,45,10,true,false,false,false,false,false,"Kitchen, dining room, office, living room, bedroom, classroom, patio, conference room, waiting areas","Wood, metal, plastic, fabric, leather, mesh, upholstered foam","Plain, striped, checkered, floral, geometric, tufted (on cushioned chairs)","Rectangular, square, L-shaped (seat and backrest), curved (in modern designs)",na,na,false,false,false,true,"Smooth (plastic, wood), soft (fabric, cushion), rough (unfinished wood), leathery",50,30,true,false,false,false,7,3,false,true,false,false,false,45,10,true,false,false,false,false,false,centimeters,centimeters,na,US dollars,kilograms,centimeters,"['rough', 'smooth', 'soft']","['beige', 'black', 'blue', 'green', 'grey', 'red', 'seal brown', 'white']","['fabric', 'leather', 'metal', 'plastic', 'wood']","['l-shaped', 'rectangle', 'square']","['plain', 'striped']","['bedroom', 'classroom', 'conference room', 'dining room', 'kitchen', 'living room', 'office', 'patio']","['durable', 'flexible', 'fragile', 'rigid', 'stable', 'supportive']"
AIH5U7X8K67ZW,chair,"a seat for one person, with a support for the back","sitting, moving, stacking","red, blue, black, brown","durable, stable, lightweight, stackable",85,10,true,false,false,false,false,false,45,10,true,false,false,false,false,false,"kitchen, office, dining room","wood, metal, plastic","plain, striped, checkered","rectangular, cylindrical",22,5,true,false,false,false,"smooth, rough, soft",75,50,true,false,false,false,6,3,false,true,false,false,false,45,10,true,false,false,false,false,false,centimeters,centimeters,celsius,US dollars,kilograms,centimeters,"['rough', 'smooth', 'soft']","['black', 'blue', 'red', 'seal brown']","['metal', 'plastic', 'wood']","['cylindrical', 'rectangle']","['plain', 'striped']","['dining room', 'kitchen', 'office']","['durable', 'lightweight', 'stable']"
A3J9KC2Q4ZV4NQ,couch,an upholstered seat for more than one person,"sitting, lying down, lounging","gray, beige, brown","comfortable, bulky, supportive",85,15,true,false,false,false,false,false,200,50,true,false,false,false,false,false,"living room, office, lounge","fabric, leather, foam","solid, striped, floral","rectangular, L-shaped, curved",22,3,true,false,false,false,"soft, smooth, plush",600,200,true,false,false,false,60,20,false,true,false,false,false,90,20,true,false,false,false,false,false,centimeters,centimeters,celsius,US dollars,kilograms,centimeters,"['smooth', 'soft']","['beige', 'grey', 'seal brown']","['fabric', 'leather']","['l-shaped', 'rectangle']","['plain', 'striped']","['living room', 'office']","['comfortable', 'supportive']"
A1R378FNWZYZU7,couch,an upholstered seat for more than one person,"sitting, lying down, leaning, napping","gray, beige, brown","soft, heavy, durable",85,10,true,false,false,false,false,false,200,30,true,false,false,false,false,false,"living room, office, waiting room","fabric, foam, wood, metal","solid, striped, floral","rectangular, L-shaped, boxy",na,na,false,false,false,true,"soft, smooth, coarse (depending on fabric)",800,300,true,false,false,false,40000,10000,true,false,false,false,false,90,10,true,false,false,false,false,false,centimeters,centimeters,na,US dollars,grams,centimeters,"['rough', 'smooth', 'soft']","['beige', 'grey', 'seal brown']","['fabric', 'metal', 'wood']","['l-shaped', 'rectangle']","['plain', 'striped']","['living room', 'office', 'waiting room']","['durable', 'heavy', 'soft']"
A1W77AXSK3QKKK,couch,an upholstered seat for more than one person,"sitting, lying down, reclining, lounging","red, blue, gray, beige, brown, black, white","plain, striped, floral, checkered",0.85,0.15,false,false,false,true,false,false,2,0.5,false,false,false,true,false,false,"living room, lounge, office, waiting room, family room","fabric, leather, microfiber, wood, metal","plain, striped, floral, checkered","rectangular, L-shaped, U-shaped",na,na,false,false,false,true,"smooth, rough, soft",800,300,true,false,false,false,50,15,false,true,false,false,false,0.9,0.2,false,false,false,true,false,false,meters,meters,na,US dollars,kilograms,meters,"['rough', 'smooth', 'soft']","['beige', 'black', 'blue', 'grey', 'red', 'seal brown', 'white']","['fabric', 'leather', 'metal', 'wood']","['l-shaped', 'rectangle']","['plain', 'striped']","['living room', 'office', 'room', 'waiting room']",[]
A1UZ95X8IP5N0H,potted plant,a plant suitable for growing in a flowerpot (especially indoors),"grasping, watering, moving, trimming, decorating","green (leaves), brown (soil), red, pink, yellow, purple (flowers), white, terracotta, na","fragile (plant), water-dependent, sensitive to light, organic, na",30,12,true,false,false,false,false,false,25,10,true,false,false,false,false,false,"living room, kitchen, office, balcony, bedroom, windowsill, garden, bathroom, na","ceramic, plastic, clay, terracotta, metal (pot), organic (plant), na","plain, striped (on pot or leaves), spotted (leaves), patterned pots, na","cylindrical, conical, rectangular (pot), irregular (plant form), na",15,5,false,true,false,false,"smooth (pot), rough (soil or bark), waxy (leaves), fuzzy (leaves/stems), prickly (cacti), na",20,10,true,false,false,false,2.5,1,false,true,false,false,false,20,8,true,false,false,false,false,false,centimeters,centimeters,fahrenheit,US dollars,kilograms,centimeters,"['rough', 'smooth']","['green', 'pink', 'purple', 'red', 'seal brown', 'white', 'yellow']","['ceramic', 'metal', 'organic', 'plastic']","['conical', 'cylindrical', 'rectangle']","['plain', 'spotted', 'striped']","['balcony', 'bathroom', 'bedroom', 'garden', 'kitchen', 'living room', 'office']","['fragile', 'sensitive']"
AHZIOVGQDBH4G,potted plant,a plant suitable for growing in a flowerpot (especially indoors),DRINKING,BLUE,,25,3,true,false,false,false,false,false,5,1,false,false,false,true,false,false,GARAGE,METAL,STRIPED,CYLINDRICAL,8,2,true,false,false,false,ROUGH,5,2,true,false,false,false,9,5,false,true,false,false,false,2,1,false,false,false,true,false,false,centimeters,meters,celsius,US dollars,kilograms,meters,['rough'],['blue'],['metal'],['cylindrical'],['striped'],['garage'],[]
A28Y8K2CG9JSWY,potted plant,a plant suitable for growing in a flowerpot (especially indoors),"grasping (pot), watering, displaying, gifting, arranging","green, brown, white, pink, purple, red, yellow","fragile, water-sensitive, light-sensitive, decorative, calming",30,15,true,false,false,false,false,false,20,10,true,false,false,false,false,false,"kitchen, living room, balcony, windowsill, bathroom, office","soil, ceramic, plastic, terracotta, metal, clay","plain (leaves or pots), variegated (leaf patterns), striped (pots), speckled (some pots or leaves)","cylindrical (pot), bushy, upright, trailing, round",na,na,false,false,false,true,"smooth (leaves/pot), rough (soil), fuzzy (some leaves), spiky (some plants)",25,15,true,false,false,false,1.2,0.5,false,true,false,false,false,15,8,true,false,false,false,false,false,centimeters,centimeters,na,US dollars,kilograms,centimeters,"['rough', 'smooth']","['green', 'pink', 'purple', 'red', 'seal brown', 'white', 'yellow']","['ceramic', 'metal', 'plastic', 'soil']","['cylindrical', 'round']","['plain', 'striped']","['balcony', 'bathroom', 'kitchen', 'living room', 'office']","['calming', 'decorative', 'fragile']"
AH1NBOA2VE4LP,bed,a piece of furniture that provides a place to sleep,"Lying, sleeping, sitting, resting, jumping (for children), cuddling","White, beige, gray, brown, black, blue","Durable, supportive, soft, non-waterproof",50,10,true,false,false,false,false,false,200,10,true,false,false,false,false,false,"Bedroom, hotel room, hospital room, dormitory","Wood, metal, fabric, foam, latex, memory foam","Plain, striped, floral, geometric (on bedding)",Rectangular,28,5,true,false,false,false,"Soft (mattress), smooth (headboard/frame), quilted, rough (wood grain)",800,400,true,false,false,false,70,20,false,true,false,false,false,150,15,true,false,false,false,false,false,centimeters,centimeters,celsius,US dollars,kilograms,centimeters,"['rough', 'smooth', 'soft']","['beige', 'black', 'blue', 'grey', 'seal brown', 'white']","['fabric', 'latex', 'metal', 'wood']",['rectangle'],"['plain', 'striped']","['bedroom', 'dorm room', 'hospital room', 'hotel room']","['durable', 'soft', 'supportive']"
ADI6C8VAL3OD5,bed,a piece of furniture that provides a place to sleep,"sitting, sleeping, lying down, resting, jumping","red, blue, white, black, brown, grey","durable, soft, heavy, supportive",50,10,true,false,false,false,false,false,200,20,true,false,false,false,false,false,"bedroom, hotel room, hospital, dormitory","wood, metal, plastic, fabric, foam","plain, striped, floral, checkered","rectangular, square",25,5,true,false,false,false,"smooth, soft, rough",500,1000,true,false,false,false,50,10,false,true,false,false,false,150,30,true,false,false,false,false,false,centimeters,centimeters,celsius,US dollars,kilograms,centimeters,"['rough', 'smooth', 'soft']","['black', 'blue', 'grey', 'red', 'seal brown', 'white']","['fabric', 'metal', 'plastic', 'wood']","['rectangle', 'square']","['plain', 'striped']","['bedroom', 'dorm room', 'hospital', 'hotel room']","['durable', 'heavy', 'soft', 'supportive']"
AX5LV39VKQZF7,bed,a piece of furniture that provides a place to sleep,"Lying, sitting, sleeping, resting, jumping (for children), storing items (underneath or inside)","White, brown, black, gray, beige, blue","Comfortable, soft, supportive, durable",55,10,true,false,false,false,false,false,200,10,true,false,false,false,false,false,"Bedroom, hotel room, dormitory, hospital room","Wood, metal, fabric, foam, plastic (for parts)","Plain, striped, floral, checkered (mostly on bedding)",Rectangular,32,3,true,false,false,false,"Smooth (sheets, headboard), soft (mattress), rough (wooden frame, fabric stitching)",800,300,true,false,false,false,60,20,false,true,false,false,false,150,20,true,false,false,false,false,false,centimeters,centimeters,celsius,US dollars,kilograms,centimeters,"['rough', 'smooth', 'soft']","['beige', 'black', 'blue', 'grey', 'seal brown', 'white']","['fabric', 'metal', 'plastic', 'wood']",['rectangle'],"['plain', 'striped']","['bedroom', 'dorm room', 'hospital room', 'hotel room']","['comfortable', 'durable', 'soft', 'supportive']"
A2WMZMT3N1RCQX,dining table,a table at which meals are served,EATING,BLACK,DURABLE,75,5,true,false,false,false,false,false,180,30,true,false,false,false,false,false,DINING ROOM,WOOD,PLAIN,OVAL,na,na,false,false,false,true,"POLISHED,ROUGH",500,300,true,false,false,false,35,10,false,true,false,false,false,90,20,true,false,false,false,false,false,centimeters,centimeters,na,US dollars,kilograms,centimeters,['rough'],['black'],['wood'],['oval'],['plain'],['dining room'],['durable']
A29XI71MS6709T,dining table,a table at which meals are served,"sitting,eating",brown,durable,75,5,true,false,false,false,false,false,180,30,true,false,false,false,false,false,kitchen,plastic,plain,oval,na,na,false,false,false,true,rough,500,200,true,false,false,false,45,15,false,true,false,false,false,90,20,true,false,false,false,false,false,centimeters,centimeters,na,US dollars,kilograms,centimeters,['rough'],['seal brown'],['plastic'],['oval'],['plain'],['kitchen'],['durable']
A3DDC0Y7XGXJZK,dining table,a table at which meals are served,"Placing (food, dishes, objects), eating, sitting around, working, studying, socializing, decorating, cleaning.","Brown , black, white, grey, natural wood.","Stationary, sturdy, heavy, central to a room, social, utilitarian, durable, sometimes expandable.",0.75,0.05,false,false,false,true,false,false,1.5,0.8,false,false,false,true,false,false,"Dining rooms, kitchens (especially in open-plan homes or smaller flats), restaurants, cafes, furniture stores, show homes. In Bangladesh, a central feature of most homes.","Wood (solid wood like mahogany, teak, oak; engineered wood like MDF, particle board), glass, metal (steel, iron), marble, granite, laminate, plastic. In Bangladesh, locally sourced wood like Teak, Mehogony, or Gorjon are common.","Wood grain, sometimes inlaid patterns, metal leg designs, decorative carvings (especially traditional Bangladeshi designs), simple geometric lines. Often covered by tablecloths.","Rectangular, square, round, oval, sometimes irregularly shaped for modern designs.",28,na,true,false,false,false,"Smooth (polished wood, glass, laminate), slightly textured (unpolished wood, some metal finishes), cool (glass, stone), warm (wood).",300,200,true,false,false,false,50,40,false,true,false,false,false,0.9,0.3,false,false,false,true,false,false,meters,meters,celsius,US dollars,kilograms,meters,['smooth'],"['black', 'grey', 'seal brown', 'white']","['glass', 'metal', 'plastic', 'wood']","['oval', 'rectangle', 'round', 'square']",[],"['coffee shop', 'dining room', 'home', 'kitchen', 'restaurant', 'store']","['durable', 'heavy', 'social', 'stationary', 'sturdy', 'utilitarian']"
A3AFCTFRA8NK33,toilet,a plumbing fixture for defecation and urination,"sitting, flushing, urinating, defecating, lid-closing","white, beige, gray, black (rare), off-white","durable, water-repellent, easy-to-clean",500,65,true,false,false,false,false,false,100,50,true,false,false,false,false,false,"bathroom, restroom, public washroom, hotel, hospital","ceramic (porcelain), plastic (seat and lid), metal (hardware)",plain,"oval (seat), cylindrical (bowl), rectangular (tank)",160,60,true,false,false,false,"smooth (porcelain), sometimes glossy",175,55,true,false,false,false,200,50,true,false,false,false,false,150,60,true,false,false,false,false,false,centimeters,centimeters,celsius,US dollars,grams,centimeters,"['glossy', 'smooth']","['beige', 'black', 'grey', 'white']","['ceramic', 'metal', 'plastic']","['cylindrical', 'oval', 'rectangle']",['plain'],"['bathroom', 'hospital', 'hotel', 'restroom']","['durable', 'water-resistant']"
A31VSGYS8E5D5G,toilet,a plumbing fixture for defecation and urination,"sitting, flushing, urinating, defecating, lifting (lid/seat), cleaning","white, beige, silver, na","durable, water-repellent, easy-to-clean, na",75,10,true,false,false,false,false,false,70,10,true,false,false,false,false,false,"bathroom, restroom, washroom, public restroom, na","ceramic, porcelain, plastic, metal, na","plain, na","cylindrical, oval, rectangular (tank), na",21,3,true,false,false,false,"smooth, glossy, na",250,100,true,false,false,false,30,5,false,true,false,false,false,38,5,true,false,false,false,false,false,centimeters,centimeters,celsius,US dollars,kilograms,centimeters,"['glossy', 'smooth']","['beige', 'silver', 'white']","['ceramic', 'metal', 'plastic', 'porcelain']","['cylindrical', 'oval', 'rectangle']",['plain'],"['bathroom', 'restroom']","['durable', 'water-resistant']"
