client,concept,domain,measurement,dimension,format,response,model_name,condition,response_ok_syntax,response_ok_semantics,response_error_type
phi_4k_instruct,cake,"['colour', 'shape', 'location', 'texture', 'material', 'scenario', 'pattern', 'context', 'disposition', 'function', 'size', 'weight', 'temperature', 'value']",,,avg,"{
  ""concept"": ""cake"",
  ""colour"": {
    ""value"": true,
    ""reason"": ""The colour of a cake can help identify its type or flavor (e.g., chocolate cake typically appears brown).""
  },
  ""shape"": {
    ""value"": true,
    ""reason"": ""The shape of a cake can indicate its form (e.g., round, square, layered) and how it might",phi3mini_4k_instruct_q4,context,,,No syntax
phi_4k_instruct,cake,"['colour', 'shape', 'location', 'texture', 'material', 'scenario', 'pattern', 'context', 'disposition', 'function', 'size', 'weight', 'temperature', 'value']",,,avg,"{
  ""concept"": ""cake"",
  ""colour"": {
    ""value"": true,
    ""reason"": ""Colour is universally relevant as it helps identify and differentiate cakes based on their visual appearance.""
  },
  ""shape"": {
    ""value"": true,
    ""reason"": ""Shape is an important descriptor for cakes, as they are typically baked in various forms such as round, square, or layered.""
  },
 ",phi3mini_4k_instruct_q4,context,,,No syntax
phi_4k_instruct,cake,"['colour', 'shape', 'location', 'texture', 'material', 'scenario', 'pattern', 'context', 'disposition', 'function', 'size', 'weight', 'temperature', 'value']",,,avg,"{
  ""concept"": ""cake"",
  ""colour"": {
    ""value"": true,
    ""reason"": ""Colour can help identify and differentiate cakes based on their appearance.""
  },
  ""shape"": {
    ""value"": true,
    ""reason"": ""Shape is relevant to describe the form of a cake and can influence its presentation and baking method.""
  },
  ""texture"": {
    ""value"": true,
   ",phi3mini_4k_instruct_q4,context,,,No syntax
phi_4k_instruct,cake,"['colour', 'shape', 'location', 'texture', 'material', 'scenario', 'pattern', 'context', 'disposition', 'function', 'size', 'weight', 'temperature', 'value']",,,avg,"{
  ""concept"": ""cake"",
  ""colour"": {
    ""value"": true,
    ""reason"": ""Colour helps in identifying and distinguishing cakes from other baked goods.""
  },
  ""shape"": {
    ""value"": true,
    ""reason"": ""Shape is relevant as it contributes to the visual appeal and characterization of cakes.""
  },
  ""location"": {
    ""value"": true,
    ""reason",phi3mini_4k_instruct_q4,context,,,No syntax
phi_4k_instruct,cake,"['colour', 'shape', 'location', 'texture', 'material', 'scenario', 'pattern', 'context', 'disposition', 'function', 'size', 'weight', 'temperature', 'value']",,,avg,"{
  ""concept"": ""cake"",
  ""colour"": {
    ""value"": true,
    ""reason"": ""Cakes can have various colors depending on their ingredients and decorations, making colour a relevant descriptor.""
  },
  ""shape"": {
    ""value"": true,
    ""reason"": ""Cakes come in various shapes, such as round, square, or layered, which are significant in culinary and presentation contexts.""
  },
",phi3mini_4k_instruct_q4,context,,,No syntax
phi_4k_instruct,cake,"['colour', 'shape', 'location', 'texture', 'material', 'scenario', 'pattern', 'context', 'disposition', 'function', 'size', 'weight', 'temperature', 'value']",,,avg,"{
  ""concept"": ""cake"",
  ""colour"": {
    ""value"": true,
    ""reason"": ""Cakes can be identified and described by their color, which is a relevant descriptor.""
  },
  ""shape"": {
    ""value"": true,
    ""reason"": ""The shape of a cake can vary widely, making it a relevant descriptor for characterizing different types of cakes.""
  },
  ""texture"": {
   ",phi3mini_4k_instruct_q4,context,,,No syntax
phi_4k_instruct,cake,"['colour', 'shape', 'location', 'texture', 'material', 'scenario', 'pattern', 'context', 'disposition', 'function', 'size', 'weight', 'temperature', 'value']",,,avg,"{
  ""concept"": ""cake"",
  ""texture"": {
    ""value"": true,
    ""reason"": ""Texture is universally relevant as it describes the feel of the cake, which is a key characteristic in identifying and enjoying cakes.""
  },
  ""material"": {
    ""value"": true,
    ""reason"": ""Material is relevant because cakes are made from specific ingredients like flour, sugar, eggs, and fat, which are",phi3mini_4k_instruct_q4,context,,,No syntax
phi_4k_instruct,cake,"['colour', 'shape', 'location', 'texture', 'material', 'scenario', 'pattern', 'context', 'disposition', 'function', 'size', 'weight', 'temperature', 'value']",,,avg,"{
  ""concept"": ""cake"",
  ""colour"": {
    ""value"": true,
    ""reason"": ""Colour is a universally relevant descriptor that helps identify and differentiate cakes from other baked goods.""
  },
  ""shape"": {
    ""value"": true,
    ""reason"": ""Shape is a universally relevant descriptor that helps characterize cakes, which can vary in shape from round to square.""
  },
  ""material",phi3mini_4k_instruct_q4,context,,,No syntax
phi_4k_instruct,cake,"['colour', 'shape', 'location', 'texture', 'material', 'scenario', 'pattern', 'context', 'disposition', 'function', 'size', 'weight', 'temperature', 'value']",,,avg,"{
  ""concept"": ""cake"",
  ""colour"": {
    ""value"": true,
    ""reason"": ""Colour helps identify and distinguish cakes, especially when discussing icing or decorative elements.""
  },
  ""shape"": {
    ""value"": true,
    ""reason"": ""Shape is relevant as cakes can come in various forms such as round, square, or layered.""
  },
  ""texture"": {
    ""value",phi3mini_4k_instruct_q4,context,,,No syntax
phi_4k_instruct,cake,"['colour', 'shape', 'location', 'texture', 'material', 'scenario', 'pattern', 'context', 'disposition', 'function', 'size', 'weight', 'temperature', 'value']",,,avg,"{
  ""concept"": ""cake"",
  ""colour"": {
    ""value"": true,
    ""reason"": ""Colour is a universally relevant descriptor for cakes as it helps in identification and categorization.""
  },
  ""shape"": {
    ""value"": true,
    ""reason"": ""Shape is a relevant descriptor as it helps distinguish between different types of cakes and their presentation.""
  },
  ""texture"": {
    ""value",phi3mini_4k_instruct_q4,context,,,No syntax
phi_4k_instruct,cake,"['colour', 'shape', 'location', 'texture', 'material', 'scenario', 'pattern', 'context', 'disposition', 'function', 'size', 'weight', 'temperature', 'value']",,,avg,"{
  ""concept"": ""cake"",
  ""colour"": {
    ""value"": true,
    ""reason"": ""Cakes are often characterized and distinguished by their color, which can indicate specific ingredients or decoration.""
  },
  ""shape"": {
    ""value"": true,
    ""reason"": ""The shape of a cake can provide information about its style or type, such as layered, round, or square.""
  },
  ""material",phi3mini_4k_instruct_q4,context,,,No syntax
phi_4k_instruct,cake,"['colour', 'shape', 'location', 'texture', 'material', 'scenario', 'pattern', 'context', 'disposition', 'function', 'size', 'weight', 'temperature', 'value']",,,avg,"{
  ""concept"": ""cake"",
  ""shape"": {
    ""value"": true,
    ""reason"": ""Shape is a fundamental descriptor that helps in identifying and distinguishing a cake from other baked goods.""
  },
  ""texture"": {
    ""value"": true,
    ""reason"": ""Texture is relevant as it describes the tactile experience of the cake, which is a key aspect of its sensory appeal.""
  },
  """,phi3mini_4k_instruct_q4,context,,,No syntax
phi_4k_instruct,cake,"['colour', 'shape', 'location', 'texture', 'material', 'scenario', 'pattern', 'context', 'disposition', 'function', 'size', 'weight', 'temperature', 'value']",,,avg,"{
  ""concept"": ""cake"",
  ""colour"": {
    ""value"": true,
    ""reason"": ""Colour is a universally relevant property for a cake, as it helps in identifying and distinguishing cakes from other baked goods.""
  },
  ""shape"": {
    ""value"": true,
    ""reason"": ""Shape is relevant for a cake as it can vary and helps in the visual identification and presentation of the cake.""
",phi3mini_4k_instruct_q4,context,,,No syntax
phi_4k_instruct,cake,"['colour', 'shape', 'location', 'texture', 'material', 'scenario', 'pattern', 'context', 'disposition', 'function', 'size', 'weight', 'temperature', 'value']",,,avg,"{
  ""concept"": ""cake"",
  ""colour"": {
    ""value"": true,
    ""reason"": ""Cakes can come in various colors, which helps in identifying and distinguishing different types of cakes.""
  },
  ""shape"": {
    ""value"": true,
    ""reason"": ""Cakes are often characterized by their shape, which can vary widely from round to square to other forms.""
  },
  ""location"": {
   ",phi3mini_4k_instruct_q4,context,,,No syntax
phi_4k_instruct,cake,"['colour', 'shape', 'location', 'texture', 'material', 'scenario', 'pattern', 'context', 'disposition', 'function', 'size', 'weight', 'temperature', 'value']",,,avg,"{
  ""concept"": ""cake"",
  ""colour"": {
    ""value"": true,
    ""reason"": ""Cakes can be identified and appreciated by their color, which varies based on ingredients and baking process.""
  },
  ""shape"": {
    ""value"": true,
    ""reason"": ""Cakes are typically baked in various shapes and sizes, and this descriptor helps distinguish different types of cakes.""
  },
  ""location",phi3mini_4k_instruct_q4,context,,,No syntax
phi_4k_instruct,cake,"['colour', 'shape', 'location', 'texture', 'material', 'scenario', 'pattern', 'context', 'disposition', 'function', 'size', 'weight', 'temperature', 'value']",,,avg,"{
  ""concept"": ""cake"",
  ""colour"": {
    ""value"": true,
    ""reason"": ""Cakes can be identified and differentiated by their color, which is a relevant descriptor in both everyday and expert knowledge.""
  },
  ""shape"": {
    ""value"": true,
    ""reason"": ""The shape of a cake is a relevant descriptor as it helps characterize the cake's form and design.""
  },
",phi3mini_4k_instruct_q4,context,,,No syntax
phi_4k_instruct,fork,"['colour', 'shape', 'location', 'texture', 'material', 'scenario', 'pattern', 'context', 'disposition', 'function', 'size', 'weight', 'temperature', 'value']",,,avg,"{
  ""concept"": ""fork"",
  ""shape"": {
    ""value"": true,
    ""reason"": ""The shape of a fork is fundamental to its function and helps distinguish it from other utensils.""
  },
  ""material"": {
    ""value"": true,
    ""reason"": ""The material of a fork is relevant as it affects its durability, appearance, and sometimes its suitability for specific types of food.""
  },
  ""function"": {
    ""value"": true,
    """,phi3mini_4k_instruct_q4,context,,,No syntax
phi_4k_instruct,fork,"['colour', 'shape', 'location', 'texture', 'material', 'scenario', 'pattern', 'context', 'disposition', 'function', 'size', 'weight', 'temperature', 'value']",,,avg,"{
  ""concept"": ""fork"",
  ""shape"": {
    ""value"": true,
    ""reason"": ""The shape of a fork is a key characteristic that helps distinguish it from other types of cutlery and aids in its functionality.""
  },
  ""material"": {
    ""value"": true,
    ""reason"": ""The material of a fork can indicate its durability, suitability for different foods, and cultural context.""
  },
  ""function"": {
    ""value"": true,
   ",phi3mini_4k_instruct_q4,context,,,No syntax
phi_4k_instruct,fork,"['colour', 'shape', 'location', 'texture', 'material', 'scenario', 'pattern', 'context', 'disposition', 'function', 'size', 'weight', 'temperature', 'value']",,,avg,"{
  ""concept"": ""fork"",
  ""shape"": {
    ""value"": true,
    ""reason"": ""The shape of a fork is a key characteristic that distinguishes it from other utensils and helps in its identification and use.""
  },
  ""material"": {
    ""value"": true,
    ""reason"": ""Material is relevant as it can indicate the durability, suitability for different types of food, and cultural or historical context of the fork.""
  },
  ""function"": {
    ""value",phi3mini_4k_instruct_q4,context,,,No syntax
phi_4k_instruct,fork,"['colour', 'shape', 'location', 'texture', 'material', 'scenario', 'pattern', 'context', 'disposition', 'function', 'size', 'weight', 'temperature', 'value']",,,avg,"{
  ""concept"": ""fork with description: (which is cutlery used for serving and eating food)"",
  ""shape"": {
    ""value"": true,
    ""reason"": ""The shape of a fork is relevant as it is designed to assist in eating and is typically characterized by tines and a handle.""
  },
  ""material"": {
    ""value"": true,
    ""reason"": ""The material from which a fork is made affects its durability, weight, and sometimes its function (e.",phi3mini_4k_instruct_q4,context,,,No syntax
phi_4k_instruct,fork,"['colour', 'shape', 'location', 'texture', 'material', 'scenario', 'pattern', 'context', 'disposition', 'function', 'size', 'weight', 'temperature', 'value']",,,avg,"{
  ""concept"": ""fork"",
  ""shape"": {
    ""value"": true,
    ""reason"": ""The shape of a fork is a key characteristic that distinguishes it from other types of cutlery.""
  },
  ""material"": {
    ""value"": true,
    ""reason"": ""Material is relevant as it can indicate the quality, durability, and intended use of the fork.""
  },
  ""function"": {
    ""value"": true,
    ""reason"": ""The function of a",phi3mini_4k_instruct_q4,context,,,No syntax
phi_4k_instruct,fork,"['colour', 'shape', 'location', 'texture', 'material', 'scenario', 'pattern', 'context', 'disposition', 'function', 'size', 'weight', 'temperature', 'value']",,,avg,"{
  ""concept"": ""fork"",
  ""shape"": {
    ""value"": true,
    ""reason"": ""The shape of a fork is a fundamental characteristic that helps identify and distinguish it from other utensils.""
  },
  ""material"": {
    ""value"": true,
    ""reason"": ""Material of a fork is essential to understand its quality, durability, and suitability for various tasks.""
  },
  ""function"": {
    ""value"": true,
    ""reason"": ""The primary purpose",phi3mini_4k_instruct_q4,context,,,No syntax
phi_4k_instruct,fork,"['colour', 'shape', 'location', 'texture', 'material', 'scenario', 'pattern', 'context', 'disposition', 'function', 'size', 'weight', 'temperature', 'value']",,,avg,"{
  ""concept"": ""fork"",
  ""shape"": {
    ""value"": true,
    ""reason"": ""The shape of a fork is a key characteristic that helps identify it and distinguish it from other cutlery.""
  },
  ""material"": {
    ""value"": true,
    ""reason"": ""Material is a universally relevant property for cutlery, as it affects durability, hygiene, and suitability for food use.""
  },
  ""function"": {
    ""value"": true",phi3mini_4k_instruct_q4,context,,,No syntax
phi_4k_instruct,fork,"['colour', 'shape', 'location', 'texture', 'material', 'scenario', 'pattern', 'context', 'disposition', 'function', 'size', 'weight', 'temperature', 'value']",,,avg,"{
  ""concept"": ""fork"",
  ""shape"": {
    ""value"": true,
    ""reason"": ""The shape of a fork is a key characteristic that helps distinguish it from other types of cutlery.""
  },
  ""material"": {
    ""value"": true,
    ""reason"": ""Material is relevant as it can affect the fork's durability, weight, and suitability for various food types.""
  },
  ""function"": {
    ""value"": true,
    ""reason"": """,phi3mini_4k_instruct_q4,context,,,No syntax
phi_4k_instruct,fork,"['colour', 'shape', 'location', 'texture', 'material', 'scenario', 'pattern', 'context', 'disposition', 'function', 'size', 'weight', 'temperature', 'value']",,,avg,"{
  ""concept"": ""fork"",
  ""shape"": {
    ""value"": true,
    ""reason"": ""The shape of a fork is essential for its purpose, distinguishing it from other utensils.""
  },
  ""material"": {
    ""value"": true,
    ""reason"": ""The material affects the fork's durability, suitability for food types, and cultural or historical context.""
  },
  ""function"": {
    ""value"": true,
    ""reason"": ""Know",phi3mini_4k_instruct_q4,context,,,No syntax
phi_4k_instruct,fork,"['colour', 'shape', 'location', 'texture', 'material', 'scenario', 'pattern', 'context', 'disposition', 'function', 'size', 'weight', 'temperature', 'value']",,,avg,"{
  ""concept"": ""fork"",
  ""shape"": {
    ""value"": true,
    ""reason"": ""The shape of a fork is a fundamental characteristic that helps in distinguishing it from other types of cutlery and aids in its primary function.""
  },
  ""material"": {
    ""value"": true,
    ""reason"": ""Material is crucial for understanding the fork's durability, safety, and suitability for various food types.""
  },
  ""function"": {
    ""value"":",phi3mini_4k_instruct_q4,context,,,No syntax
phi_4k_instruct,fork,"['colour', 'shape', 'location', 'texture', 'material', 'scenario', 'pattern', 'context', 'disposition', 'function', 'size', 'weight', 'temperature', 'value']",,,avg,"{
  ""concept"": ""fork with description: (which is cutlery used for serving and eating food)"",
  ""shape"": {
    ""value"": true,
    ""reason"": ""The shape of a fork is important for its function and usability in serving and eating food.""
  },
  ""material"": {
    ""value"": true,
    ""reason"": ""Material of a fork can determine its quality, durability, and suitability for different types of food.""
  },
  ""function"": {
",phi3mini_4k_instruct_q4,context,,,No syntax
phi_4k_instruct,fork,"['colour', 'shape', 'location', 'texture', 'material', 'scenario', 'pattern', 'context', 'disposition', 'function', 'size', 'weight', 'temperature', 'value']",,,avg,"{
  ""concept"": ""fork"",
  ""shape"": {
    ""value"": true,
    ""reason"": ""The shape of a fork is a key characteristic that distinguishes it from other utensils and is important for its functionality.""
  },
  ""material"": {
    ""value"": true,
    ""reason"": ""Material is a universal property that helps to identify and differentiate forks from other items and can indicate their durability and suitability for various dishes.""
  },
  ""function"": {
   ",phi3mini_4k_instruct_q4,context,,,No syntax
phi_4k_instruct,fork,"['colour', 'shape', 'location', 'texture', 'material', 'scenario', 'pattern', 'context', 'disposition', 'function', 'size', 'weight', 'temperature', 'value']",,,avg,"{
  ""concept"": ""fork"",
  ""shape"": {
    ""value"": true,
    ""reason"": ""The shape of a fork is relevant as it defines its function and distinguishes it from other utensils.""
  },
  ""material"": {
    ""value"": true,
    ""reason"": ""The material of a fork is relevant as it affects its durability, usability, and suitability for different types of food.""
  },
  ""function"": {
    ""value"": true,
   ",phi3mini_4k_instruct_q4,context,,,No syntax
phi_4k_instruct,fork,"['colour', 'shape', 'location', 'texture', 'material', 'scenario', 'pattern', 'context', 'disposition', 'function', 'size', 'weight', 'temperature', 'value']",,,avg,"{
  ""concept"": ""fork"",
  ""shape"": {
    ""value"": true,
    ""reason"": ""The shape of a fork is a defining characteristic that distinguishes it from other types of cutlery.""
  },
  ""material"": {
    ""value"": true,
    ""reason"": ""Material is relevant as it affects the fork's durability, appearance, and suitability for different types of food.""
  },
  ""function"": {
    ""value"": true,
    ""reason"":",phi3mini_4k_instruct_q4,context,,,No syntax
phi_4k_instruct,fork,"['colour', 'shape', 'location', 'texture', 'material', 'scenario', 'pattern', 'context', 'disposition', 'function', 'size', 'weight', 'temperature', 'value']",,,avg,"{
  ""concept"": ""fork"",
  ""shape"": {
    ""value"": true,
    ""reason"": ""The shape of a fork is relevant as it helps in distinguishing its design and functionality for serving and eating food.""
  },
  ""material"": {
    ""value"": true,
    ""reason"": ""The material of a fork is relevant as it determines the fork's durability, cleanliness, and suitability for different types of food.""
  },
  ""function"": {
    """,phi3mini_4k_instruct_q4,context,,,No syntax
phi_4k_instruct,fork,"['colour', 'shape', 'location', 'texture', 'material', 'scenario', 'pattern', 'context', 'disposition', 'function', 'size', 'weight', 'temperature', 'value']",,,avg,"{
  ""concept"": ""fork"",
  ""shape"": {
    ""value"": true,
    ""reason"": ""The shape of a fork is a key characteristic that distinguishes it from other types of cutlery.""
  },
  ""material"": {
    ""value"": true,
    ""reason"": ""The material from which a fork is made can affect its durability, weight, and suitability for different foods.""
  },
  ""function"": {
    ""value"": true,
    ""reason"": """,phi3mini_4k_instruct_q4,context,,,No syntax
phi_4k_instruct,fork,"['colour', 'shape', 'location', 'texture', 'material', 'scenario', 'pattern', 'context', 'disposition', 'function', 'size', 'weight', 'temperature', 'value']",,,avg,"{
  ""concept"": ""fork"",
  ""shape"": {
    ""value"": true,
    ""reason"": ""The shape of a fork is a key characteristic that distinguishes it from other types of cutlery.""
  },
  ""material"": {
    ""value"": true,
    ""reason"": ""The material from which a fork is made can affect its durability, appearance, and suitability for different types of food.""
  },
  ""function"": {
    ""value"": true,
    ""reason"":",phi3mini_4k_instruct_q4,context,,,No syntax
phi_4k_instruct,fork,"['colour', 'shape', 'location', 'texture', 'material', 'scenario', 'pattern', 'context', 'disposition', 'function', 'size', 'weight', 'temperature', 'value']",,,avg,"{
  ""concept"": ""fork"",
  ""shape"": {
    ""value"": true,
    ""reason"": ""The shape of a fork is important for its functionality and ergonomics.""
  },
  ""material"": {
    ""value"": true,
    ""reason"": ""Material affects the durability, feel, and suitability for different uses, such as eating different types of food.""
  },
  ""function"": {
    ""value"": true,
    ""reason"": ""Function describes the primary use",phi3mini_4k_instruct_q4,context,,,No syntax
phi_4k_instruct,fork,"['colour', 'shape', 'location', 'texture', 'material', 'scenario', 'pattern', 'context', 'disposition', 'function', 'size', 'weight', 'temperature', 'value']",,,avg,"{
  ""concept"": ""fork"",
  ""shape"": {
    ""value"": true,
    ""reason"": ""The shape of a fork is relevant as it describes its functionality and design, which are essential to its purpose as cutlery.""
  },
  ""material"": {
    ""value"": true,
    ""reason"": ""The material from which a fork is made can influence its durability, usability, and suitability for different types of food, making it a relevant descriptor.""
  },
  ""function"":",phi3mini_4k_instruct_q4,context,,,No syntax
phi_4k_instruct,fork,"['colour', 'shape', 'location', 'texture', 'material', 'scenario', 'pattern', 'context', 'disposition', 'function', 'size', 'weight', 'temperature', 'value']",,,avg,"{
  ""concept"": ""fork"",
  ""shape"": {
    ""value"": true,
    ""reason"": ""The shape of a fork is a key characteristic that helps identify and distinguish it from other types of cutlery.""
  },
  ""material"": {
    ""value"": true,
    ""reason"": ""Material is relevant as it can indicate the fork's quality, durability, and suitability for various food types.""
  },
  ""function"": {
    ""value"": true,
    ""reason",phi3mini_4k_instruct_q4,context,,,No syntax
phi_4k_instruct,couch,"['colour', 'shape', 'location', 'texture', 'material', 'scenario', 'pattern', 'context', 'disposition', 'function', 'size', 'weight', 'temperature', 'value']",,,avg,"{
  ""concept"": ""couch"",
  ""colour"": {
    ""value"": true,
    ""reason"": ""Colour is universally relevant across all concepts as it helps in identification and categorization.""
  },
  ""shape"": {
    ""value"": true,
    ""reason"": ""Shape helps in understanding the design and structure of the couch.""
  },
  ""material"": {
    ""value"": true,
    ""reason"": ""Material is crucial to understanding the couch'",phi3mini_4k_instruct_q4,context,,,No syntax
phi_4k_instruct,couch,"['colour', 'shape', 'location', 'texture', 'material', 'scenario', 'pattern', 'context', 'disposition', 'function', 'size', 'weight', 'temperature', 'value']",,,avg,"{
  ""concept"": ""couch"",
  ""colour"": {
    ""value"": true,
    ""reason"": ""Colour is a universally relevant descriptor for couches, as it helps in identifying and categorizing them.""
  },
  ""shape"": {
    ""value"": true,
    ""reason"": ""Shape is important for understanding the structure and design of a couch.""
  },
  ""location"": {
    ""value"": true,
    ""reason"": ""Location is",phi3mini_4k_instruct_q4,context,,,No syntax
phi_4k_instruct,couch,"['colour', 'shape', 'location', 'texture', 'material', 'scenario', 'pattern', 'context', 'disposition', 'function', 'size', 'weight', 'temperature', 'value']",,,avg,"{
  ""concept"": ""couch"",
  ""colour"": {
    ""value"": true,
    ""reason"": ""Colour is a universally relevant descriptor for a couch, as it helps in identifying, categorizing, and distinguishing it from other furniture.""
  },
  ""shape"": {
    ""value"": true,
    ""reason"": ""Shape is relevant to understand the couch's structure and design, which impacts its functionality and aesthetic appeal.""
  },
",phi3mini_4k_instruct_q4,context,,,No syntax
phi_4k_instruct,couch,"['colour', 'shape', 'location', 'texture', 'material', 'scenario', 'pattern', 'context', 'disposition', 'function', 'size', 'weight', 'temperature', 'value']",,,avg,"{
  ""concept"": ""couch"",
  ""colour"": {
    ""value"": true,
    ""reason"": ""Colour helps distinguish different couches and is a common descriptor used to identify them.""
  },
  ""shape"": {
    ""value"": true,
    ""reason"": ""Shape is a key characteristic that defines the structure of a couch.""
  },
  ""location"": {
    ""value"": true,
    ""reason"": ""Location is always relevant as it helps context",phi3mini_4k_instruct_q4,context,,,No syntax
phi_4k_instruct,couch,"['colour', 'shape', 'location', 'texture', 'material', 'scenario', 'pattern', 'context', 'disposition', 'function', 'size', 'weight', 'temperature', 'value']",,,avg,"{
  ""concept"": ""couch"",
  ""shape"": {
    ""value"": true,
    ""reason"": ""The shape of a couch helps identify its design and structure, which is relevant for understanding its functionality and aesthetic.""
  },
  ""location"": {
    ""value"": true,
    ""reason"": ""Location is always relevant as it helps contextualize the presence or use of any object.""
  },
  ""texture"": {
    ""value"": true,
    """,phi3mini_4k_instruct_q4,context,,,No syntax
phi_4k_instruct,couch,"['colour', 'shape', 'location', 'texture', 'material', 'scenario', 'pattern', 'context', 'disposition', 'function', 'size', 'weight', 'temperature', 'value']",,,avg,"{
  ""concept"": ""couch"",
  ""function"": {
    ""value"": true,
    ""reason"": ""The primary purpose of a couch is to provide a seating area for multiple people, which is a central aspect of its identity and utility.""
  },
  ""material"": {
    ""value"": true,
    ""reason"": ""Material is relevant as it describes the construction and upholstery of the couch, impacting its durability, comfort, and aesthetic.""
 ",phi3mini_4k_instruct_q4,context,,,No syntax
phi_4k_instruct,couch,"['colour', 'shape', 'location', 'texture', 'material', 'scenario', 'pattern', 'context', 'disposition', 'function', 'size', 'weight', 'temperature', 'value']",,,avg,"{
  ""concept"": ""couch"",
  ""colour"": {
    ""value"": true,
    ""reason"": ""Colour helps in identifying and distinguishing couches, which is universally relevant across all couches.""
  },
  ""shape"": {
    ""value"": true,
    ""reason"": ""Shape is universally relevant as it describes the couch's physical form.""
  },
  ""location"": {
    ""value"": true,
    ""reason"": ""Location",phi3mini_4k_instruct_q4,context,,,No syntax
phi_4k_instruct,couch,"['colour', 'shape', 'location', 'texture', 'material', 'scenario', 'pattern', 'context', 'disposition', 'function', 'size', 'weight', 'temperature', 'value']",,,avg,"{
  ""concept"": ""couch"",
  ""colour"": {
    ""value"": true,
    ""reason"": ""Colour is a characteristic that helps describe and identify a couch in everyday contexts.""
  },
  ""shape"": {
    ""value"": true,
    ""reason"": ""Shape is relevant for describing the physical form of a couch, which can vary.""
  },
  ""texture"": {
    ""value"": true,
    ""reason"": ""Texture describes the surface",phi3mini_4k_instruct_q4,context,,,No syntax
phi_4k_instruct,couch,"['colour', 'shape', 'location', 'texture', 'material', 'scenario', 'pattern', 'context', 'disposition', 'function', 'size', 'weight', 'temperature', 'value']",,,avg,"{
  ""concept"": ""couch"",
  ""colour"": {
    ""value"": true,
    ""reason"": ""Colour is a universally relevant property across all concepts as it helps in identification and aesthetic categorization.""
  },
  ""shape"": {
    ""value"": true,
    ""reason"": ""Shape is relevant as it defines the form and structure of the couch, contributing to its functionality and style.""
  },
  ""location"": {
    ""value"": true,",phi3mini_4k_instruct_q4,context,,,No syntax
phi_4k_instruct,couch,"['colour', 'shape', 'location', 'texture', 'material', 'scenario', 'pattern', 'context', 'disposition', 'function', 'size', 'weight', 'temperature', 'value']",,,avg,"{
  ""concept"": ""couch with description: (which is an upholstered seat for more than one person)"",
  ""colour"": {
    ""value"": true,
    ""reason"": ""Colour is universally relevant as it helps in identifying and distinguishing couches.""
  },
  ""shape"": {
    ""value"": true,
    ""reason"": ""Shape is relevant as it describes the form of the couch, which is important for understanding its design and functionality.""
  },",phi3mini_4k_instruct_q4,context,,,No syntax
phi_4k_instruct,couch,"['colour', 'shape', 'location', 'texture', 'material', 'scenario', 'pattern', 'context', 'disposition', 'function', 'size', 'weight', 'temperature', 'value']",,,avg,"{
  ""concept"": ""couch"",
  ""colour"": {
    ""value"": true,
    ""reason"": ""Colour helps in identifying and distinguishing couches, as well as matching them with room decor.""
  },
  ""shape"": {
    ""value"": true,
    ""reason"": ""Shape is a key characteristic that helps in understanding the design and function of a couch.""
  },
  ""location"": {
    ""value"": true,
    ""reason"": ""Location",phi3mini_4k_instruct_q4,context,,,No syntax
phi_4k_instruct,couch,"['colour', 'shape', 'location', 'texture', 'material', 'scenario', 'pattern', 'context', 'disposition', 'function', 'size', 'weight', 'temperature', 'value']",,,avg,"{
  ""concept"": ""couch"",
  ""colour"": {
    ""value"": true,
    ""reason"": ""Colour is a universally relevant descriptor as it helps in identifying and categorizing the couch.""
  },
  ""shape"": {
    ""value"": true,
    ""reason"": ""Shape is relevant as it describes the form of the couch.""
  },
  ""location"": {
    ""value"": true,
    ""reason"": ""Location is universally relevant as",phi3mini_4k_instruct_q4,context,,,No syntax
phi_4k_instruct,couch,"['colour', 'shape', 'location', 'texture', 'material', 'scenario', 'pattern', 'context', 'disposition', 'function', 'size', 'weight', 'temperature', 'value']",,,avg,"{
  ""concept"": ""couch with description: (which is an upholstered seat for more than one person)"",
  ""colour"": {
    ""value"": true,
    ""reason"": ""Colour is a universally relevant descriptor that helps in visually identifying and distinguishing a couch from others.""
  },
  ""shape"": {
    ""value"": true,
    ""reason"": ""Shape is relevant to understand the form and structure of a couch, which is essential in recognizing",phi3mini_4k_instruct_q4,context,,,No syntax
phi_4k_instruct,couch,"['colour', 'shape', 'location', 'texture', 'material', 'scenario', 'pattern', 'context', 'disposition', 'function', 'size', 'weight', 'temperature', 'value']",,,avg,"{
  ""concept"": ""couch"",
  ""colour"": {
    ""value"": true,
    ""reason"": ""Colour is a universally relevant descriptor for objects, including couches, as it aids in identification and aesthetic appeal.""
  },
  ""shape"": {
    ""value"": true,
    ""reason"": ""Shape helps in distinguishing and visualizing the couch's design and structure.""
  },
  ""texture"": {
    ""value"": true",phi3mini_4k_instruct_q4,context,,,No syntax
phi_4k_instruct,couch,"['colour', 'shape', 'location', 'texture', 'material', 'scenario', 'pattern', 'context', 'disposition', 'function', 'size', 'weight', 'temperature', 'value']",,,avg,"{
  ""concept"": ""couch"",
  ""colour"": {
    ""value"": true,
    ""reason"": ""Colour is a universal descriptor that helps in identifying and distinguishing couches.""
  },
  ""shape"": {
    ""value"": true,
    ""reason"": ""Shape is relevant as it defines the physical form of the couch, which is important for visual and functional aspects.""
  },
  ""location"": {
    ""value"": true,
    ""reason"":",phi3mini_4k_instruct_q4,context,,,No syntax
