object_name,object_description,url,n_boxes,len_min,len_max,len_mean,len_std,wid_min,wid_max,wid_mean,wid_std,hei_min,hei_max,hei_mean,hei_std,len_min_mm,len_min_cm,len_min_ft,len_min_in,len_max_mm,len_max_cm,len_max_ft,len_max_in,len_mean_mm,len_mean_cm,len_mean_ft,len_mean_in,len_std_mm,len_std_cm,len_std_ft,len_std_in,wid_min_mm,wid_min_cm,wid_min_ft,wid_min_in,wid_max_mm,wid_max_cm,wid_max_ft,wid_max_in,wid_mean_mm,wid_mean_cm,wid_mean_ft,wid_mean_in,wid_std_mm,wid_std_cm,wid_std_ft,wid_std_in,hei_min_mm,hei_min_cm,hei_min_ft,hei_min_in,hei_max_mm,hei_max_cm,hei_max_ft,hei_max_in,hei_mean_mm,hei_mean_cm,hei_mean_ft,hei_mean_in,hei_std_mm,hei_std_cm,hei_std_ft,hei_std_in
laptop,a portable computer small enough to use in your lap,https://behavior.stanford.edu/knowledgebase/synsets/laptop.n.01/index.html,6,0.2,0.32,0.246666666666667,0.0372677996249965,0.27,0.45,0.341666666666667,0.0572761342581319,0.02,0.04,0.0316666666666667,0.0068718427093627,200.0,20.0,0.6561679790000001,7.874015748,320.0,32.0,1.0498687664000002,12.5984251968,246.666666666667,24.6666666666667,0.8092738407666679,9.711286089200012,37.267799624996506,3.7267799624996503,0.12226968380855457,1.4672362057026547,270.0,27.0,0.8858267716500001,10.6299212598,450.0,45.0,1.47637795275,17.716535433,341.666666666667,34.1666666666667,1.1209536307916679,13.451443569500013,57.2761342581319,5.72761342581319,0.18791382630545536,2.2549659156654642,20.0,2.0,0.06561679790000001,0.7874015748,40.0,4.0,0.13123359580000002,1.5748031496,31.666666666666696,3.1666666666666696,0.10389326334166678,1.2467191601000012,6.8718427093627,0.68718427093627,0.022545415713042038,0.27054498855650444
microwave,kitchen appliance that cooks food by passing an electromagnetic wave through it,https://behavior.stanford.edu/knowledgebase/synsets/microwave.n.02/index.html,7,0.26,0.42,0.351428571428571,0.0589015089373951,0.4,0.52,0.481428571428571,0.0491146098219174,0.26,0.31,0.29,0.0169030850945703,260.0,26.0,0.8530183727,10.2362204724,420.0,42.0,1.3779527559,16.535433070799996,351.428571428571,35.142857142857096,1.1529808773857129,13.835770528628553,58.9015089373951,5.890150893739509,0.1932464203975049,2.3189570447700585,400.0,40.0,1.3123359580000002,15.748031496,520.0,52.0,1.7060367454,20.4724409448,481.428571428571,48.142857142857096,1.579490063735713,18.953880764828554,49.1146098219174,4.911460982191739,0.16113717133110544,1.933646055973265,260.0,26.0,0.8530183727,10.2362204724,310.0,31.0,1.01706036745,12.204724409399999,290.0,28.999999999999996,0.95144356955,11.417322834599998,16.9030850945703,1.69030850945703,0.05545631592684609,0.665475791122153
motorcycle,a motor vehicle with two wheels and a strong frame,https://behavior.stanford.edu/knowledgebase/synsets/motorcycle.n.01/,1,2.2,2.2,2.2,0.0,0.88,0.88,0.88,0.0,1.34,1.34,1.34,0.0,2200.0,220.00000000000003,7.217847769000001,86.614173228,2200.0,220.00000000000003,7.217847769000001,86.614173228,2200.0,220.00000000000003,7.217847769000001,86.614173228,0.0,0.0,0.0,0.0,880.0,88.0,2.8871391076000004,34.6456692912,880.0,88.0,2.8871391076000004,34.6456692912,880.0,88.0,2.8871391076000004,34.6456692912,0.0,0.0,0.0,0.0,1340.0,134.0,4.396325459300001,52.7559055116,1340.0,134.0,4.396325459300001,52.7559055116,1340.0,134.0,4.396325459300001,52.7559055116,0.0,0.0,0.0,0.0
mouse,a hand-operated electronic device that controls the coordinates of a cursor on your computer screen as you move it around on a pad,https://behavior.stanford.edu/knowledgebase/synsets/mouse.n.04/index.html,9,0.03,0.13,0.107777777777778,0.0281968389787767,0.02,0.07,0.0577777777777778,0.0147405546238018,0.01,0.04,0.0333333333333333,0.0094280904158206,30.0,3.0,0.09842519685000001,1.1811023621999999,130.0,13.0,0.42650918635,5.1181102362,107.777777777778,10.7777777777778,0.35360163312777854,4.243219597533342,28.1968389787767,2.81968389787767,0.09250931423446167,1.1101117708135397,20.0,2.0,0.06561679790000001,0.7874015748,70.0,7.000000000000001,0.22965879265000003,2.7559055118,57.7777777777778,5.77777777777778,0.18955963837777787,2.2747156605333343,14.740554623801799,1.47405546238018,0.048361399684195665,0.5803367962103478,10.0,1.0,0.032808398950000005,0.3937007874,40.0,4.0,0.13123359580000002,1.5748031496,33.3333333333333,3.33333333333333,0.10936132983333323,1.3123359579999985,9.4280904158206,0.94280904158206,0.030932055169891365,0.3711846620386963
tie,neckwear consisting of a long narrow piece of material worn (mostly by men) under a collar and tied in knot at the front,https://behavior.stanford.edu/knowledgebase/synsets/necktie.n.01/index.html,1,0.36,0.36,0.36,0.0,0.11,0.11,0.11,0.0,0.1,0.1,0.1,0.0,360.0,36.0,1.1811023622,14.173228346399998,360.0,36.0,1.1811023622,14.173228346399998,360.0,36.0,1.1811023622,14.173228346399998,0.0,0.0,0.0,0.0,110.0,11.0,0.36089238845000005,4.3307086614,110.0,11.0,0.36089238845000005,4.3307086614,110.0,11.0,0.36089238845000005,4.3307086614,0.0,0.0,0.0,0.0,100.0,10.0,0.32808398950000006,3.937007874,100.0,10.0,0.32808398950000006,3.937007874,100.0,10.0,0.32808398950000006,3.937007874,0.0,0.0,0.0,0.0
orange,round yellow to orange fruit of any of several citrus trees,https://behavior.stanford.edu/knowledgebase/synsets/orange.n.01/index.html,3,0.08,0.11,0.0933333333333333,0.0124721912892465,0.09,0.11,0.0966666666666667,0.0094280904158206,0.08,0.11,0.0933333333333333,0.0124721912892465,80.0,8.0,0.26246719160000004,3.1496062992,110.0,11.0,0.36089238845000005,4.3307086614,93.3333333333333,9.33333333333333,0.3062117235333332,3.674540682399998,12.472191289246501,1.2472191289246501,0.040919262759831404,0.4910311531179768,90.0,9.0,0.29527559055,3.5433070865999996,110.0,11.0,0.36089238845000005,4.3307086614,96.6666666666667,9.666666666666671,0.3171478565166668,3.8057742782000012,9.4280904158206,0.94280904158206,0.030932055169891365,0.3711846620386963,80.0,8.0,0.26246719160000004,3.1496062992,110.0,11.0,0.36089238845000005,4.3307086614,93.3333333333333,9.33333333333333,0.3062117235333332,3.674540682399998,12.472191289246501,1.2472191289246501,0.040919262759831404,0.4910311531179768
oven,kitchen appliance used for baking or roasting,https://behavior.stanford.edu/knowledgebase/synsets/oven.n.01/index.html,16,0.39,0.94,0.548125,0.129818081849178,0.45,0.84,0.565,0.0990580637807947,0.49,1.67,0.73875,0.31058161165787,390.0,39.0,1.2795275590500002,15.3543307086,940.0,94.0,3.0839895013,37.007874015599995,548.125,54.8125,1.798310367446875,21.5797244093625,129.81808184917801,12.981808184917801,0.4259123420231586,5.110948104277902,450.0,45.0,1.47637795275,17.716535433,840.0,84.0,2.7559055118,33.07086614159999,565.0,56.49999999999999,1.853674540675,22.244094488099996,99.0580637807947,9.90580637807947,0.3249936475734858,3.899923770881829,490.0,49.0,1.60761154855,19.291338582599998,1670.0,167.0,5.47900262465,65.74803149579999,738.75,73.875,2.42372047243125,29.084645669175,310.58161165787004,31.058161165787002,1.018968542180537,12.227622506166444
pizza,Italian open pie made of thin bread dough spread with a spiced mixture of e.g. tomato sauce and cheese,https://behavior.stanford.edu/knowledgebase/synsets/pizza.n.01/index.html,1,0.47,0.47,0.47,0.0,0.47,0.47,0.47,0.0,0.02,0.02,0.02,0.0,470.0,47.0,1.54199475065,18.503937007799998,470.0,47.0,1.54199475065,18.503937007799998,470.0,47.0,1.54199475065,18.503937007799998,0.0,0.0,0.0,0.0,470.0,47.0,1.54199475065,18.503937007799998,470.0,47.0,1.54199475065,18.503937007799998,470.0,47.0,1.54199475065,18.503937007799998,0.0,0.0,0.0,0.0,20.0,2.0,0.06561679790000001,0.7874015748,20.0,2.0,0.06561679790000001,0.7874015748,20.0,2.0,0.06561679790000001,0.7874015748,0.0,0.0,0.0,0.0
potted plant,a plant suitable for growing in a flowerpot (especially indoors),https://behavior.stanford.edu/knowledgebase/synsets/pot_plant.n.01/index.html,72,0.07,1.69,0.531805555555555,0.359507094617404,0.08,1.76,0.555833333333333,0.386823782734321,0.11,2.65,0.701527777777778,0.522160734412047,70.0,7.000000000000001,0.22965879265000003,2.7559055118,1690.0,169.0,5.54461942255,66.53543307059999,531.805555555555,53.1805555555555,1.7447688830493038,20.937226596591643,359.507094617404,35.9507094617404,1.179485218556319,14.153822622675824,80.0,8.0,0.26246719160000004,3.1496062992,1760.0,176.0,5.774278215200001,69.2913385824,555.8333333333329,55.58333333333329,1.8236001749708322,21.883202099649985,386.823782734321,38.6823782734321,1.2691068987295726,15.229282784754869,110.0,11.0,0.36089238845000005,4.3307086614,2650.0,265.0,8.69422572175,104.33070866099999,701.5277777777779,70.1527777777778,2.3016003207840283,27.61920384940834,522.1607344120471,52.2160734412047,1.7131257690615433,20.557509228738517
sandwich,two (or more) slices of bread with a filling between them,https://behavior.stanford.edu/knowledgebase/synsets/sandwich.n.01/,12,0.08,0.21,0.116666666666667,0.0392286743197994,0.05,0.2,0.114166666666667,0.0561928722249441,0.05,0.09,0.0683333333333333,0.0121335164821342,80.0,8.0,0.26246719160000004,3.1496062992,210.0,21.0,0.68897637795,8.267716535399998,116.666666666667,11.6666666666667,0.3827646544166678,4.593175853000012,39.2286743197994,3.92286743197994,0.12870299973635987,1.5444359968363182,50.0,5.0,0.16404199475000003,1.968503937,200.0,20.0,0.6561679790000001,7.874015748,114.166666666667,11.4166666666667,0.37456255467916777,4.494750656150012,56.192872224944104,5.61928722249441,0.18435981701023404,2.212317804122808,50.0,5.0,0.16404199475000003,1.968503937,90.0,9.0,0.29527559055,3.5433070865999996,68.3333333333333,6.83333333333333,0.22419072615833324,2.6902887138999985,12.1335164821342,1.21335164821342,0.03980812494122594,0.47769749929471117
scissors,an edge tool having two crossed pivoting blades,https://behavior.stanford.edu/knowledgebase/synsets/scissors.n.01/,2,0.09,0.13,0.11,0.02,0.01,0.05,0.03,0.02,0.0,0.02,0.01,0.01,90.0,9.0,0.29527559055,3.5433070865999996,130.0,13.0,0.42650918635,5.1181102362,110.0,11.0,0.36089238845000005,4.3307086614,20.0,2.0,0.06561679790000001,0.7874015748,10.0,1.0,0.032808398950000005,0.3937007874,50.0,5.0,0.16404199475000003,1.968503937,30.0,3.0,0.09842519685000001,1.1811023621999999,20.0,2.0,0.06561679790000001,0.7874015748,0.0,0.0,0.0,0.0,20.0,2.0,0.06561679790000001,0.7874015748,10.0,1.0,0.032808398950000005,0.3937007874,10.0,1.0,0.032808398950000005,0.3937007874
sink,plumbing fixture consisting of a water basin fixed to a wall or floor and having a drainpipe,https://behavior.stanford.edu/knowledgebase/synsets/sink.n.01/,31,0.33,0.85,0.566774193548387,0.120546794468404,0.32,3.81,1.30548387096774,0.86188031019086,0.22,1.38,0.780322580645161,0.350349906853206,330.0,33.0,1.08267716535,12.9921259842,850.0,85.0,2.78871391075,33.46456692899999,566.774193548387,56.6774193548387,1.8594953856499998,22.313944627799994,120.54679446840399,12.0546794468404,0.3954947325063052,4.745936790075661,320.0,32.0,1.0498687664000002,12.5984251968,3810.0,381.0,12.49999999995,149.9999999994,1305.4838709677401,130.548387096774,4.283083566149994,51.39700279379992,861.88031019086,86.188031019086,2.8276913063891485,33.93229567666978,220.0,22.0,0.7217847769000001,8.6614173228,1380.0,138.0,4.5275590551,54.33070866119999,780.322580645161,78.0322580645161,2.560113453549999,30.72136144259999,350.349906853206,35.0349906853206,1.1494419516135321,13.793303419362385
skateboard,a board with wheels that is ridden in a standing or crouching position and propelled by foot,https://behavior.stanford.edu/knowledgebase/synsets/skateboard.n.01/,1,0.33,0.33,0.33,0.0,1.04,1.04,1.04,0.0,0.15,0.15,0.15,0.0,330.0,33.0,1.08267716535,12.9921259842,330.0,33.0,1.08267716535,12.9921259842,330.0,33.0,1.08267716535,12.9921259842,0.0,0.0,0.0,0.0,1040.0,104.0,3.4120734908,40.9448818896,1040.0,104.0,3.4120734908,40.9448818896,1040.0,104.0,3.4120734908,40.9448818896,0.0,0.0,0.0,0.0,150.0,15.0,0.49212598425,5.905511810999999,150.0,15.0,0.49212598425,5.905511810999999,150.0,15.0,0.49212598425,5.905511810999999,0.0,0.0,0.0,0.0
skis,narrow wood or metal or plastic runners used in pairs for gliding over snow,https://behavior.stanford.edu/knowledgebase/synsets/ski.n.01/index.html,2,2.67,2.67,2.67,0.0,0.18,0.18,0.18,0.0,0.08,0.08,0.08,0.0,2670.0,267.0,8.75984251965,105.11811023579999,2670.0,267.0,8.75984251965,105.11811023579999,2670.0,267.0,8.75984251965,105.11811023579999,0.0,0.0,0.0,0.0,180.0,18.0,0.5905511811,7.086614173199999,180.0,18.0,0.5905511811,7.086614173199999,180.0,18.0,0.5905511811,7.086614173199999,0.0,0.0,0.0,0.0,80.0,8.0,0.26246719160000004,3.1496062992,80.0,8.0,0.26246719160000004,3.1496062992,80.0,8.0,0.26246719160000004,3.1496062992,0.0,0.0,0.0,0.0
couch,an upholstered seat for more than one person,https://behavior.stanford.edu/knowledgebase/synsets/sofa.n.01/index.html,35,0.75,4.5,1.634,1.02827789462354,1.07,4.76,2.65171428571429,0.961024708213019,0.59,0.93,0.793428571428571,0.100653375705022,750.0,75.0,2.4606299212500002,29.527559054999998,4500.0,450.0,14.7637795275,177.16535432999999,1634.0,163.39999999999998,5.36089238843,64.33070866115999,1028.27789462354,102.827789462354,3.3736151398275163,40.48338167793019,1070.0,107.0,3.51049868765,42.1259842518,4760.0,476.0,15.6167979002,187.40157480239998,2651.7142857142903,265.17142857142903,8.699850018712873,104.39820022455446,961.024708213019,96.10247082130189,3.152968202786007,37.83561843343208,590.0,59.0,1.93569553805,23.228346456599997,930.0,93.0,3.05118110235,36.6141732282,793.428571428571,79.3428571428571,2.603112110975713,31.237345331708553,100.653375705022,10.0653375705022,0.33022761057945993,3.9627313269535187
spoon,a piece of cutlery with a shallow bowl-shaped container and a handle that is used to stir or serve or take up food,https://behavior.stanford.edu/knowledgebase/synsets/spoon.n.01/,27,0.06,0.31,0.175925925925926,0.0657300460784564,0.02,0.07,0.0403703703703704,0.0162119026875847,0.0,0.05,0.0162962962962963,0.0090872919602854,60.0,6.0,0.19685039370000001,2.3622047243999997,310.0,31.0,1.01706036745,12.204724409399999,175.925925925926,17.592592592592602,0.5771847963425929,6.926217556111114,65.7300460784564,6.57300460784564,0.21564975747438805,2.587797089692656,20.0,2.0,0.06561679790000001,0.7874015748,70.0,7.000000000000001,0.22965879265000003,2.7559055118,40.370370370370395,4.03703703703704,0.13244872168703714,1.5893846602444452,16.2119026875847,1.62119026875847,0.05318865711128561,0.6382638853354272,0.0,0.0,0.0,0.0,50.0,5.0,0.16404199475000003,1.968503937,16.296296296296298,1.6296296296296298,0.05346553902962964,0.6415864683555556,9.0872919602854,0.9087291960285401,0.0298139500008171,0.35776740000980517
teddy bear,plaything consisting of a child's toy bear (usually plush and stuffed with soft materials),https://behavior.stanford.edu/knowledgebase/synsets/teddy.n.01/index.html,5,0.15,0.47,0.31,0.120830459735946,0.11,0.37,0.254,0.104422219857653,0.09,0.33,0.208,0.101271911209377,150.0,15.0,0.49212598425,5.905511810999999,470.0,47.0,1.54199475065,18.503937007799998,310.0,31.0,1.01706036745,12.204724409399999,120.830459735946,12.0830459735946,0.3964253928328828,4.757104713994593,110.0,11.0,0.36089238845000005,4.3307086614,370.0,37.0,1.21391076115,14.566929133799999,254.0,25.4,0.83333333333,9.99999999996,104.422219857653,10.4422219857653,0.34259258483344923,4.11111101800139,90.0,9.0,0.29527559055,3.5433070865999996,330.0,33.0,1.08267716535,12.9921259842,208.0,20.8,0.68241469816,8.18897637792,101.271911209377,10.127191120937699,0.33225692653862177,3.9870831184634605
cell phone,telephony that uses transmission by radio rather than by wire,https://behavior.stanford.edu/knowledgebase/synsets/telephone.n.01/,6,0.14,0.47,0.283333333333333,0.120508183216835,0.08,0.33,0.25,0.0816496580927726,0.01,0.69,0.22,0.220831761000692,140.0,14.000000000000002,0.45931758530000005,5.5118110236,470.0,47.0,1.54199475065,18.503937007799998,283.333333333333,28.3333333333333,0.9295713035833323,11.154855642999985,120.508183216835,12.0508183216835,0.3953680551717617,4.74441666206114,80.0,8.0,0.26246719160000004,3.1496062992,330.0,33.0,1.08267716535,12.9921259842,250.0,25.0,0.82020997375,9.842519685,81.6496580927726,8.164965809277259,0.26787945568387794,3.214553468206535,10.0,1.0,0.032808398950000005,0.3937007874,690.0,69.0,2.26377952755,27.165354330599996,220.0,22.0,0.7217847769000001,8.6614173228,220.83176100069198,22.0831761000692,0.7245136515741755,8.694163818890104
TV,an electronic device that receives television signals and displays them on a screen,https://behavior.stanford.edu/knowledgebase/synsets/television_receiver.n.01/,29,0.02,0.4,0.129655172413793,0.0928284572383175,0.54,5.16,1.24724137931035,0.853709538554412,0.37,3.53,0.802068965517241,0.561121901503769,20.0,2.0,0.06561679790000001,0.7874015748,400.0,40.0,1.3123359580000002,15.748031496,129.65517241379303,12.9655172413793,0.42537786224827556,5.104534346979307,92.8284572383175,9.28284572383175,0.30455530589877355,3.654663670785282,540.0,54.0,1.7716535433000002,21.2598425196,5160.0,516.0,16.9291338582,203.1496062984,1247.24137931035,124.724137931035,4.0919992759362245,49.10399131123469,853.709538554412,85.3709538554412,2.800884312831356,33.610611753976265,370.0,37.0,1.21391076115,14.566929133799999,3530.0,353.0,11.58136482935,138.97637795219998,802.068965517241,80.2068965517241,2.631459860610344,31.57751832732412,561.121901503769,56.1121901503769,1.8409511204118258,22.091413444941907
tennis racket,a racket used to play tennis,https://behavior.stanford.edu/knowledgebase/synsets/tennis_racket.n.01/index.html,1,0.82,0.82,0.82,0.0,0.34,0.34,0.34,0.0,0.03,0.03,0.03,0.0,820.0,82.0,2.6902887139,32.28346456679999,820.0,82.0,2.6902887139,32.28346456679999,820.0,82.0,2.6902887139,32.28346456679999,0.0,0.0,0.0,0.0,340.0,34.0,1.1154855643000001,13.3858267716,340.0,34.0,1.1154855643000001,13.3858267716,340.0,34.0,1.1154855643000001,13.3858267716,0.0,0.0,0.0,0.0,30.0,3.0,0.09842519685000001,1.1811023621999999,30.0,3.0,0.09842519685000001,1.1811023621999999,30.0,3.0,0.09842519685000001,1.1811023621999999,0.0,0.0,0.0,0.0
toaster,a kitchen appliance (usually electric) for toasting bread,https://behavior.stanford.edu/knowledgebase/synsets/toaster.n.02/index.html,1,0.28,0.28,0.28,0.0,0.15,0.15,0.15,0.0,0.17,0.17,0.17,0.0,280.0,28.000000000000004,0.9186351706000001,11.0236220472,280.0,28.000000000000004,0.9186351706000001,11.0236220472,280.0,28.000000000000004,0.9186351706000001,11.0236220472,0.0,0.0,0.0,0.0,150.0,15.0,0.49212598425,5.905511810999999,150.0,15.0,0.49212598425,5.905511810999999,150.0,15.0,0.49212598425,5.905511810999999,0.0,0.0,0.0,0.0,170.0,17.0,0.5577427821500001,6.6929133858,170.0,17.0,0.5577427821500001,6.6929133858,170.0,17.0,0.5577427821500001,6.6929133858,0.0,0.0,0.0,0.0
toilet,a plumbing fixture for defecation and urination,https://behavior.stanford.edu/knowledgebase/synsets/toilet.n.02/index.html,19,0.54,0.68,0.595789473684211,0.0387047922333689,0.3,0.42,0.384210526315789,0.0296143260981794,0.33,0.93,0.602105263157895,0.130609056966861,540.0,54.0,1.7716535433000002,21.2598425196,680.0,68.0,2.2309711286000002,26.7716535432,595.789473684211,59.5789473684211,1.954689874284212,23.456278491410544,38.704792233368906,3.8704792233368903,0.12698422648692284,1.523810717843074,300.0,30.0,0.9842519685,11.811023621999999,420.0,42.0,1.3779527559,16.535433070799996,384.210526315789,38.4210526315789,1.260533222815788,15.126398673789454,29.614326098179397,2.96143260981794,0.09715986252644666,1.1659183503173598,330.0,33.0,1.08267716535,12.9921259842,930.0,93.0,3.05118110235,36.6141732282,602.105263157895,60.2105263157895,1.9754109683578958,23.704931620294747,130.609056966861,13.0609056966861,0.4285074047452053,5.142088856942463
toothbrush,small brush that  has long handle and is used to clean teeth,https://behavior.stanford.edu/knowledgebase/synsets/toothbrush.n.01/index.html,4,0.11,0.17,0.1425,0.021650635094611,0.01,0.01,0.01,0.0,0.01,0.02,0.0175,0.0043301270189221,110.0,11.0,0.36089238845000005,4.3307086614,170.0,17.0,0.5577427821500001,6.6929133858,142.5,14.249999999999998,0.46751968503749997,5.610236220449999,21.650635094611,2.1650635094611,0.07103226737048687,0.8523872084458424,10.0,1.0,0.032808398950000005,0.3937007874,10.0,1.0,0.032808398950000005,0.3937007874,10.0,1.0,0.032808398950000005,0.3937007874,0.0,0.0,0.0,0.0,10.0,1.0,0.032808398950000005,0.3937007874,20.0,2.0,0.06561679790000001,0.7874015748,17.5,1.7500000000000002,0.05741469816250001,0.68897637795,4.3301270189220995,0.43301270189221,0.014206453474097045,0.1704774416891645
truck,an automotive vehicle suitable for hauling,https://behavior.stanford.edu/knowledgebase/synsets/truck.n.01/,3,4.87,10.56,7.39,2.36796677904625,1.69,3.03,2.49666666666667,0.580191539254255,1.67,3.54,2.69333333333333,0.773577547646144,4870.0,487.0,15.97769028865,191.7322834638,10560.0,1056.0,34.6456692912,415.7480314944,7390.0,739.0,24.24540682405,290.9448818886,2367.9667790462504,236.79667790462503,7.768919878729588,93.22703854475505,1690.0,169.0,5.54461942255,66.53543307059999,3030.0,303.0,9.94094488185,119.29133858219998,2496.66666666667,249.66666666666703,8.191163604516678,98.29396325420012,580.1915392542551,58.019153925425506,1.9035155487268185,22.84218658472182,1670.0,167.0,5.47900262465,65.74803149579999,3540.0,354.0,11.6141732283,139.3700787396,2693.33333333333,269.333333333333,8.836395450533322,106.03674540639986,773.5775476461439,77.3577547646144,2.5379840801937323,30.455808962324788
umbrella,a lightweight handheld collapsible canopy,https://behavior.stanford.edu/knowledgebase/synsets/umbrella.n.01/,5,0.5,1.03,0.798,0.184759302878096,0.07,0.18,0.112,0.041182520563948,0.07,0.1,0.078,0.0116619037896906,500.0,50.0,1.6404199475,19.68503937,1030.0,103.0,3.3792650918500002,40.5511811022,798.0,79.80000000000001,2.61811023621,31.41732283452,184.759302878096,18.4759302878096,0.6061656918548457,7.2739883022581475,70.0,7.000000000000001,0.22965879265000003,2.7559055118,180.0,18.0,0.5905511811,7.086614173199999,112.0,11.200000000000001,0.36745406824000004,4.40944881888,41.182520563948,4.1182520563948,0.13511325644285851,1.6213590773143018,70.0,7.000000000000001,0.22965879265000003,2.7559055118,100.0,10.0,0.32808398950000006,3.937007874,78.0,7.8,0.25590551181,3.07086614172,11.661903789690601,1.16619037896906,0.03826083920486861,0.4591300704584233
vase,an open jar of glass or porcelain used as an ornament or to hold flowers,https://behavior.stanford.edu/knowledgebase/synsets/vase.n.01/index.html,42,0.05,0.53,0.166428571428571,0.118799980530931,0.05,0.53,0.16547619047619,0.119506970925437,0.09,1.5,0.295238095238095,0.285283802681755,50.0,5.0,0.16404199475000003,1.968503937,530.0,53.0,1.7388451443500001,20.8661417322,166.42857142857102,16.6428571428571,0.5460254968107129,6.552305961728554,118.799980530931,11.8799980530931,0.3897637156511017,4.67716458781322,50.0,5.0,0.16404199475000003,1.968503937,530.0,53.0,1.7388451443500001,20.8661417322,165.47619047619,16.547619047619,0.5429008873869032,6.514810648642838,119.50697092543699,11.950697092543699,0.3920832379427788,4.704998855313344,90.0,9.0,0.29527559055,3.5433070865999996,1500.0,150.0,4.9212598425000005,59.055118109999995,295.238095238095,29.5238095238095,0.9686289213809517,11.62354705657142,285.283802681755,28.528380268175503,0.9359704812356099,11.231645774827317
wine glass,a glass that has a stem and in which wine is served,https://behavior.stanford.edu/knowledgebase/synsets/wineglass.n.01/index.html,17,0.05,0.15,0.0852941176470588,0.0289253902426923,0.05,0.15,0.0852941176470588,0.0289253902426923,0.12,0.25,0.167058823529412,0.0335655120416167,50.0,5.0,0.16404199475000003,1.968503937,150.0,15.0,0.49212598425,5.905511810999999,85.2941176470588,8.52941176470588,0.27983634398529406,3.358036127823528,28.9253902426923,2.89253902426923,0.09489957428666863,1.1387948914400234,50.0,5.0,0.16404199475000003,1.968503937,150.0,15.0,0.49212598425,5.905511810999999,85.2941176470588,8.52941176470588,0.27983634398529406,3.358036127823528,28.9253902426923,2.89253902426923,0.09489957428666863,1.1387948914400234,120.0,12.0,0.39370078740000003,4.7244094487999995,250.0,25.0,0.82020997375,9.842519685,167.058823529412,16.705882352941202,0.5480932530470597,6.577119036564715,33.5655120416167,3.3565512041616703,0.11012307100223898,1.3214768520268676
