model,definition,emotion,activity_var,activity_pval,activity_significant,arousal_var,arousal_pval,arousal_significant,dominance_var,dominance_pval,dominance_significant,evaluation_var,evaluation_pval,evaluation_significant,pleasure_var,pleasure_pval,pleasure_significant,potency_var,potency_pval,potency_significant,unpredictability_var,unpredictability_pval,unpredictability_significant,valence_var,valence_pval,valence_significant
groq_llama-4-scout-17b-16e-instruct,cambridge,loathing,0.0,1.0,False,0.0009230769230769225,0.9999999999999681,False,0.0025263157894736834,0.999578235819413,False,0.0,1.0,False,1.2974685941135062e-32,1.0,False,0.0,1.0,False,1.2974685941135062e-32,1.0,False,1.2974685941135062e-32,1.0,False
groq_llama-4-scout-17b-16e-instruct,cambridge,love,0.001948717948717948,0.9999999897528759,False,0.0,1.0,False,0.0,1.0,False,0.0,1.0,False,1.2974685941135062e-32,1.0,False,0.0,1.0,False,0.0,1.0,False,1.2974685941135062e-32,1.0,False
groq_llama-4-scout-17b-16e-instruct,cambridge,optimism,0.0,1.0,False,0.007153846153846149,0.9071394623181946,False,0.000947368421052631,0.9999998558885841,False,0.00025000000000000044,1.0,False,0.0005000000000000009,0.9999999995124892,False,0.0,1.0,False,0.002210526315789475,0.9998453076354616,False,0.0019736842105263193,0.9999356358048825,False
groq_llama-4-scout-17b-16e-instruct,cambridge,pensiveness,0.0,1.0,False,0.0,1.0,False,0.0019736842105263154,0.9999356358048825,False,0.0,1.0,False,0.0025263157894736834,0.999578235819413,False,0.0,1.0,False,1.2974685941135062e-32,1.0,False,8.109178713209414e-34,1.0,False
groq_llama-4-scout-17b-16e-instruct,cambridge,rage,0.0,1.0,False,0.0,1.0,False,0.001999999999999999,0.9999286091739084,False,0.0004871794871794869,1.0,False,1.2974685941135062e-32,1.0,False,0.0,1.0,False,1.2974685941135062e-32,1.0,False,0.0009473684210526313,0.9999998558885841,False
groq_llama-4-scout-17b-16e-instruct,cambridge,remorse,0.0036923076923076914,0.9998901543133207,False,0.0,1.0,False,0.0,1.0,False,0.002461538461538466,0.9999996191343749,False,0.0019736842105263193,0.9999356358048825,False,0.0,1.0,False,1.2974685941135062e-32,1.0,False,0.0025263157894736886,0.999578235819413,False
groq_llama-4-scout-17b-16e-instruct,cambridge,sadness,0.0024038461538461557,0.9999997334474008,False,0.002461538461538463,0.9999996191343749,False,1.2974685941135062e-32,1.0,False,0.0013076923076923098,0.999999999986053,False,0.0005000000000000009,0.9999999995124892,False,0.002846153846153845,0.999996801015384,False,0.0009473684210526315,0.9999998558885841,False,0.001342105263157897,0.9999971827950903,False
groq_llama-4-scout-17b-16e-instruct,cambridge,serenity,0.0,1.0,False,0.0,1.0,False,0.002736842105263157,0.9992437756710064,False,0.0,1.0,False,1.2974685941135062e-32,1.0,False,0.0,1.0,False,8.109178713209414e-34,1.0,False,1.2974685941135062e-32,1.0,False
groq_llama-4-scout-17b-16e-instruct,cambridge,submission,0.0015384615384615387,0.9999999997831165,False,0.00024999999999999984,1.0,False,0.0,1.0,False,0.0023012820512820506,0.9999998625679541,False,0.0009473684210526324,0.9999998558885841,False,0.0,1.0,False,1.2974685941135062e-32,1.0,False,8.109178713209414e-34,1.0,False
groq_llama-4-scout-17b-16e-instruct,cambridge,surprise,0.0,1.0,False,0.0,1.0,False,0.01207894736842105,0.23955126081017797,False,0.0,1.0,False,8.109178713209414e-34,1.0,False,0.0,1.0,False,0.0,1.0,False,0.0,1.0,False
groq_llama-4-scout-17b-16e-instruct,cambridge,terror,0.0004871794871794869,1.0,False,0.0,1.0,False,1.2974685941135062e-32,1.0,False,0.0,1.0,False,0.0027368421052631564,0.9992437756710064,False,0.0,1.0,False,1.2974685941135062e-32,1.0,False,0.0,1.0,False
groq_llama-4-scout-17b-16e-instruct,cambridge,trust,0.0,1.0,False,0.0,1.0,False,8.109178713209414e-34,1.0,False,0.0,1.0,False,0.0016842105263157924,0.9999817785970404,False,0.0,1.0,False,0.0,1.0,False,1.2974685941135062e-32,1.0,False
groq_llama-4-scout-17b-16e-instruct,cambridge,vigilance,0.002564102564102563,0.9999993001618045,False,0.0007115384615384612,0.9999999999999997,False,8.109178713209414e-34,1.0,False,0.0022499999999999994,0.9999999027158126,False,0.0004999999999999999,0.9999999995124892,False,0.0009230769230769225,0.9999999999999681,False,0.0072631578947368386,0.7952228793212337,False,0.01515789473684211,0.06919680254089133,False
groq_llama-4-scout-17b-16e-instruct,sentiwordnet,acceptance,0.00024999999999999984,1.0,False,0.0,1.0,False,0.01842105263157895,0.013966832304431853,True,0.0,1.0,False,0.0016842105263157924,0.9999817785970404,False,0.0,1.0,False,0.0019999999999999996,0.9999286091739084,False,1.2974685941135062e-32,1.0,False
groq_llama-4-scout-17b-16e-instruct,sentiwordnet,admiration,0.0,1.0,False,0.0,1.0,False,8.109178713209414e-34,1.0,False,0.0,1.0,False,1.2974685941135062e-32,1.0,False,0.0,1.0,False,0.0004999999999999999,0.9999999995124892,False,1.2974685941135062e-32,1.0,False
groq_llama-4-scout-17b-16e-instruct,sentiwordnet,aggressiveness,0.0,1.0,False,0.00025000000000000055,1.0,False,0.002210526315789473,0.9998453076354616,False,0.0,1.0,False,0.0005000000000000009,0.9999999995124892,False,0.0,1.0,False,1.2974685941135062e-32,1.0,False,1.2974685941135062e-32,1.0,False
groq_llama-4-scout-17b-16e-instruct,sentiwordnet,amazement,0.0,1.0,False,0.0,1.0,False,0.0,1.0,False,0.0,1.0,False,1.2974685941135062e-32,1.0,False,0.0,1.0,False,1.2974685941135062e-32,1.0,False,1.2974685941135062e-32,1.0,False
groq_llama-4-scout-17b-16e-instruct,sentiwordnet,anger,0.00025000000000000055,1.0,False,0.0,1.0,False,0.012078947368421054,0.23955126081017808,False,0.0,1.0,False,1.2974685941135062e-32,1.0,False,0.0,1.0,False,1.2974685941135062e-32,1.0,False,1.2974685941135062e-32,1.0,False
groq_llama-4-scout-17b-16e-instruct,sentiwordnet,annoyance,0.00024999999999999995,1.0,False,0.0,1.0,False,0.0,1.0,False,0.0,1.0,False,1.2974685941135062e-32,1.0,False,0.0,1.0,False,0.0,1.0,False,1.2974685941135062e-32,1.0,False
groq_llama-4-scout-17b-16e-instruct,sentiwordnet,anticipation,0.0,1.0,False,0.0,1.0,False,0.0009473684210526311,0.9999998558885841,False,0.0,1.0,False,0.0,1.0,False,0.000487179487179487,1.0,False,0.0,1.0,False,0.0,1.0,False
groq_llama-4-scout-17b-16e-instruct,sentiwordnet,apprehension,0.0,1.0,False,0.0004871794871794871,1.0,False,0.001342105263157894,0.9999971827950903,False,0.0007628205128205135,0.999999999999999,False,0.002210526315789478,0.9998453076354616,False,0.0,1.0,False,1.2974685941135062e-32,1.0,False,0.0005000000000000009,0.9999999995124892,False
groq_llama-4-scout-17b-16e-instruct,sentiwordnet,awe,0.0013076923076923098,0.999999999986053,False,0.00048717948717948796,1.0,False,0.0,1.0,False,0.0,1.0,False,1.2974685941135062e-32,1.0,False,0.0,1.0,False,0.0004999999999999998,0.9999999995124892,False,1.2974685941135062e-32,1.0,False
groq_llama-4-scout-17b-16e-instruct,sentiwordnet,boredom,0.0,1.0,False,0.0,1.0,False,0.0,1.0,False,0.0012756410256410254,0.9999999999908803,False,0.0004999999999999999,0.9999999995124892,False,0.001307692307692307,0.999999999986053,False,0.0,1.0,False,0.009052631578947362,0.5763202922092934,False
groq_llama-4-scout-17b-16e-instruct,sentiwordnet,contempt,0.0,1.0,False,0.0,1.0,False,0.0022105263157894722,0.9998453076354616,False,0.0,1.0,False,1.2974685941135062e-32,1.0,False,0.002538461538461543,0.9999993970936654,False,1.2974685941135062e-32,1.0,False,1.2974685941135062e-32,1.0,False
groq_llama-4-scout-17b-16e-instruct,sentiwordnet,disappointment,0.00592307692307692,0.9797584308716087,False,0.0,1.0,False,0.0,1.0,False,0.00048717948717948796,1.0,False,0.0009473684210526334,0.9999998558885841,False,0.0,1.0,False,1.2974685941135062e-32,1.0,False,0.0005000000000000009,0.9999999995124892,False
groq_llama-4-scout-17b-16e-instruct,sentiwordnet,disgust,0.0016410256410256403,0.9999999993678397,False,0.0,1.0,False,0.0,1.0,False,0.0,1.0,False,1.2974685941135062e-32,1.0,False,0.0,1.0,False,1.2974685941135062e-32,1.0,False,1.2974685941135062e-32,1.0,False
groq_llama-4-scout-17b-16e-instruct,sentiwordnet,distraction,0.0,1.0,False,0.0013076923076923075,0.999999999986053,False,0.006736842105263155,0.8486502597631089,False,0.0,1.0,False,0.0016842105263157928,0.9999817785970404,False,0.00024999999999999984,1.0,False,1.2974685941135062e-32,1.0,False,1.2974685941135062e-32,1.0,False
groq_llama-4-scout-17b-16e-instruct,sentiwordnet,ecstasy,0.0,1.0,False,0.0,1.0,False,0.0,1.0,False,0.002044871794871794,0.999999978029713,False,0.0023947368421052624,0.9997166068742797,False,0.001307692307692307,0.999999999986053,False,0.0005000000000000009,0.9999999995124892,False,0.0009473684210526311,0.9999998558885841,False
groq_llama-4-scout-17b-16e-instruct,sentiwordnet,fear,0.00048717948717948796,1.0,False,0.0019230769230769267,0.9999999917037999,False,0.0004999999999999997,0.9999999995124892,False,0.0,1.0,False,1.2974685941135062e-32,1.0,False,0.0,1.0,False,1.2974685941135062e-32,1.0,False,1.2974685941135062e-32,1.0,False
groq_llama-4-scout-17b-16e-instruct,sentiwordnet,grief,0.00024999999999999984,1.0,False,0.0,1.0,False,0.0009473684210526335,0.9999998558885841,False,0.0,1.0,False,1.2974685941135062e-32,1.0,False,0.00024999999999999984,1.0,False,1.2974685941135062e-32,1.0,False,1.2974685941135062e-32,1.0,False
groq_llama-4-scout-17b-16e-instruct,sentiwordnet,interest,0.0019487179487179473,0.9999999897528759,False,0.0,1.0,False,0.01207894736842105,0.23955126081017797,False,0.0,1.0,False,0.012078947368421057,0.23955126081017752,False,0.0,1.0,False,0.0,1.0,False,1.2974685941135062e-32,1.0,False
groq_llama-4-scout-17b-16e-instruct,sentiwordnet,joy,0.0007115384615384627,0.9999999999999997,False,0.0025384615384615433,0.9999993970936654,False,0.0,1.0,False,0.0,1.0,False,1.2974685941135062e-32,1.0,False,0.0,1.0,False,0.005763157894736842,0.925508843308569,False,1.2974685941135062e-32,1.0,False
groq_llama-4-scout-17b-16e-instruct,sentiwordnet,loathing,0.0,1.0,False,0.00048717948717948796,1.0,False,1.2974685941135062e-32,1.0,False,0.0004871794871794871,1.0,False,1.2974685941135062e-32,1.0,False,0.0,1.0,False,1.2974685941135062e-32,1.0,False,1.2974685941135062e-32,1.0,False
groq_llama-4-scout-17b-16e-instruct,sentiwordnet,love,0.002333333333333332,0.9999998302828588,False,0.0,1.0,False,0.0,1.0,False,0.0,1.0,False,1.2974685941135062e-32,1.0,False,0.0,1.0,False,0.001973684210526315,0.9999356358048825,False,1.2974685941135062e-32,1.0,False
groq_llama-4-scout-17b-16e-instruct,sentiwordnet,optimism,0.0,1.0,False,0.006564102564102561,0.951460933165287,False,0.0004999999999999999,0.9999999995124892,False,0.0,1.0,False,1.2974685941135062e-32,1.0,False,0.0,1.0,False,0.0019736842105263176,0.9999356358048825,False,1.2974685941135062e-32,1.0,False
groq_llama-4-scout-17b-16e-instruct,sentiwordnet,pensiveness,0.0,1.0,False,0.0,1.0,False,0.002394736842105264,0.9997166068742797,False,0.0,1.0,False,0.0,1.0,False,0.004487179487179485,0.9988295153323418,False,0.0013421052631578938,0.9999971827950903,False,0.02155263157894737,0.002450704900841316,True
groq_llama-4-scout-17b-16e-instruct,sentiwordnet,rage,0.0,1.0,False,0.00024999999999999984,1.0,False,0.001342105263157897,0.9999971827950903,False,0.0016410256410256403,0.9999999993678397,False,1.2974685941135062e-32,1.0,False,0.0024615384615384603,0.9999996191343749,False,0.0005000000000000009,0.9999999995124892,False,0.001342105263157894,0.9999971827950903,False
groq_llama-4-scout-17b-16e-instruct,sentiwordnet,remorse,0.008179487179487176,0.7828515477348961,False,0.0,1.0,False,0.0,1.0,False,0.0,1.0,False,1.2974685941135062e-32,1.0,False,0.0,1.0,False,1.2974685941135062e-32,1.0,False,1.2974685941135062e-32,1.0,False
groq_llama-4-scout-17b-16e-instruct,sentiwordnet,sadness,0.00048717948717948763,1.0,False,0.0,1.0,False,0.008526315789473679,0.6438948516933048,False,0.0007115384615384628,0.9999999999999997,False,0.0055526315789473655,0.9380498625390187,False,0.005230769230769228,0.9938618290622824,False,0.002210526315789472,0.9998453076354616,False,1.2974685941135062e-32,1.0,False
groq_llama-4-scout-17b-16e-instruct,sentiwordnet,serenity,0.0,1.0,False,0.0,1.0,False,0.0,1.0,False,0.002250000000000001,0.9999999027158126,False,0.026947368421052633,8.708737373253062e-05,True,0.0,1.0,False,8.109178713209414e-34,1.0,False,0.0004999999999999999,0.9999999995124892,False
groq_llama-4-scout-17b-16e-instruct,sentiwordnet,submission,0.001307692307692307,0.999999999986053,False,0.0,1.0,False,0.0019736842105263193,0.9999356358048825,False,0.005410256410256408,0.9913948869185836,False,0.0023947368421052637,0.9997166068742797,False,0.0,1.0,False,1.2974685941135062e-32,1.0,False,0.000947368421052631,0.9999998558885841,False
groq_llama-4-scout-17b-16e-instruct,sentiwordnet,surprise,0.002153846153846158,0.9999999504869633,False,0.0,1.0,False,0.0,1.0,False,0.0,1.0,False,0.036842105263157905,9.198153694267575e-08,True,0.0009230769230769246,0.9999999999999681,False,0.0,1.0,False,0.0,1.0,False
groq_llama-4-scout-17b-16e-instruct,sentiwordnet,terror,0.00024999999999999984,1.0,False,0.00025,1.0,False,1.2974685941135062e-32,1.0,False,0.0023333333333333327,0.9999998302828588,False,1.2974685941135062e-32,1.0,False,0.0009230769230769225,0.9999999999999681,False,1.2974685941135062e-32,1.0,False,1.2974685941135062e-32,1.0,False
groq_llama-4-scout-17b-16e-instruct,sentiwordnet,trust,0.0009230769230769228,0.9999999999999681,False,0.00024999999999999984,1.0,False,8.109178713209414e-34,1.0,False,0.0,1.0,False,0.0009473684210526335,0.9999998558885841,False,0.0,1.0,False,0.0030263157894736856,0.9984570264933914,False,1.2974685941135062e-32,1.0,False
groq_llama-4-scout-17b-16e-instruct,sentiwordnet,vigilance,0.0,1.0,False,0.0,1.0,False,0.0016842105263157885,0.9999817785970404,False,0.0,1.0,False,8.109178713209414e-34,1.0,False,0.0,1.0,False,0.0,1.0,False,0.002605263157894737,0.9994712395699594,False
openai_gpt-5,cambridge,acceptance,0.0007753846153846154,0.9999999999999986,False,0.00038198717948717927,1.0,False,0.00413578947368421,0.988043521747871,False,0.003183589743589742,0.999984627818334,False,0.001813421052631578,0.9999670342909345,False,0.002611217948717949,0.9999990842321238,False,0.001077894736842105,0.9999995605251121,False,0.0013081578947368427,0.9999977267563129,False
openai_gpt-5,cambridge,admiration,0.003561794871794871,0.9999310026470507,False,0.0016666025641025638,0.9999999991845987,False,0.008013421052631576,0.7081613662245358,False,0.0013471153846153865,0.9999999999768546,False,0.00023447368421052593,0.9999999999995403,False,0.006081987179487179,0.974386692423208,False,0.001634473684210526,0.9999857043655634,False,0.0008094736842105277,0.9999999636258249,False
openai_gpt-5,cambridge,aggressiveness,0.000952820512820512,0.999999999999944,False,0.0004510256410256412,1.0,False,0.006804999999999999,0.8421604707685985,False,0.0007833333333333339,0.9999999999999983,False,0.0006831578947368434,0.9999999919150109,False,0.0005435256410256416,1.0,False,0.003485263157894738,0.9959726715605212,False,0.0008471052631578961,0.9999999457597942,False
openai_gpt-5,cambridge,amazement,0.0005999358974358981,1.0,False,0.0003641025641025647,1.0,False,0.010687105263157892,0.37640981578607746,False,0.003357371794871793,0.9999684106181701,False,0.015525263157894735,0.05854487585325463,False,0.0011881410256410253,0.9999999999973193,False,0.00024078947368420976,0.9999999999994115,False,0.005861842105263157,0.9191265580203275,False
openai_gpt-5,cambridge,anger,0.00037820512820512734,1.0,False,0.00035121794871794846,1.0,False,0.012306315789473686,0.2209349742310388,False,0.0011282051282051303,0.9999999999989088,False,0.003125000000000004,0.99807247983073,False,0.0017015384615384627,0.9999999988540678,False,0.007762894736842106,0.7383800983712903,False,0.0017105263157894753,0.9999793522990366,False
openai_gpt-5,cambridge,annoyance,0.0028869230769230773,0.9999960812186721,False,0.002789487179487179,0.9999976032474626,False,0.04553578947368421,1.364743873466523e-10,True,0.0024294871794871783,0.9999996872097252,False,0.002703947368421052,0.9993070094778621,False,0.004077948717948718,0.999620708727771,False,0.0007944736842105262,0.9999999691550028,False,0.0033713157894736836,0.9967716972844379,False
openai_gpt-5,cambridge,anticipation,0.001155833333333332,0.9999999999983379,False,0.000886153846153846,0.9999999999999847,False,0.0028894736842105255,0.9988854667404409,False,0.0018445512820512817,0.9999999957493578,False,0.0016642105263157884,0.9999834555959273,False,0.0016028205128205116,0.9999999995715924,False,0.003916842105263158,0.9914582405681068,False,0.002634473684210526,0.9994263822119419,False
openai_gpt-5,cambridge,apprehension,0.001315320512820513,0.9999999999845961,False,0.0017741025641025644,0.9999999977359112,False,0.004015526315789473,0.9900261625208806,False,0.0011976923076923074,0.9999999999969209,False,0.0022302631578947365,0.9998344520853185,False,0.00041019230769230754,1.0,False,0.0020094736842105267,0.9999259258808005,False,0.0006934210526315794,0.9999999907659687,False
openai_gpt-5,cambridge,awe,0.0011737820512820526,0.9999999999978283,False,0.0010830769230769223,0.999999999999465,False,0.001967105263157894,0.9999372980013486,False,0.0033573717948717943,0.9999684106181701,False,0.004052631578947368,0.9894431671162464,False,0.0011383974358974357,0.9999999999987238,False,0.0011115789473684218,0.9999994279502037,False,0.0027039473684210523,0.9993070094778621,False
openai_gpt-5,cambridge,boredom,0.0009689743589743588,0.9999999999999246,False,0.0009374358974358973,0.9999999999999581,False,0.0021418421052631586,0.9998785562826109,False,0.002306666666666666,0.9999998575716823,False,0.00483657894736842,0.9701977709626769,False,0.0011050641025641024,0.9999999999992397,False,0.003083157894736841,0.9982439531074543,False,0.0030365789473684192,0.9984201831951127,False
openai_gpt-5,cambridge,contempt,0.0010225000000000002,0.9999999999998053,False,0.0017753846153846164,0.9999999977091968,False,0.003141842105263157,0.9979997784823137,False,0.001538461538461541,0.9999999997831165,False,0.0019473684210526308,0.9999420684240218,False,0.0014471794871794876,0.999999999922159,False,0.005284210526315789,0.951952170617482,False,0.002645000000000001,0.9994094696683282,False
openai_gpt-5,cambridge,disappointment,0.00034301282051282025,1.0,False,0.00037846153846153834,1.0,False,0.0034694736842105266,0.9960918163308345,False,0.0017281410256410252,0.9999999985232882,False,0.0012828947368421046,0.9999980701869393,False,0.0004496794871794873,1.0,False,0.001788421052631579,0.9999704898115946,False,0.0010578947368421064,0.9999996258370998,False
openai_gpt-5,cambridge,disgust,0.0016060897435897436,0.9999999995569009,False,0.0011589102564102552,0.9999999999982593,False,0.11757789473684212,0.0,True,0.0006307051282051293,1.0,False,0.0006513157894736842,0.9999999947207708,False,0.006317884615384616,0.9645074129167135,False,0.002432631578947368,0.9996813356423572,False,0.0008618421052631571,0.9999999369017396,False
openai_gpt-5,cambridge,distraction,0.0006301923076923081,1.0,False,0.0008137820512820518,0.9999999999999967,False,0.008918684210526315,0.5935601898337022,False,0.0035507051282051274,0.9999337531777199,False,0.002798684210526315,0.9991121159850997,False,0.0008994230769230771,0.9999999999999799,False,0.00408921052631579,0.9888436252058305,False,0.002781842105263158,0.999149695604824,False
openai_gpt-5,cambridge,ecstasy,0.0005609615384615388,1.0,False,0.00017173076923076837,1.0,False,0.047476578947368425,3.0503266579273713e-11,True,4.557692307692316e-05,1.0,False,1.3421052631578965e-05,1.0,False,0.004088205128205127,0.9996089803714114,False,0.001004999999999999,0.9999997595587742,False,0.00010631578947368443,0.9999999999999997,False
openai_gpt-5,cambridge,fear,0.0008694871794871783,0.999999999999989,False,0.00029685897435897414,1.0,False,0.0037986842105263152,0.992960322914349,False,0.0010512820512820502,0.9999999999996827,False,0.0011578947368421073,0.9999991895358463,False,0.0005686538461538462,1.0,False,0.0012957894736842117,0.999997900976525,False,0.001440789473684213,0.9999949166065715,False
openai_gpt-5,cambridge,grief,0.012774294871794873,0.11483974892806947,False,0.0025320512820512834,0.9999994193303534,False,0.0021292105263157907,0.999883963290137,False,0.00037942307692307565,1.0,False,0.0005881578947368405,0.9999999978855418,False,0.0008758974358974359,0.9999999999999876,False,0.0007094736842105251,0.999999988679732,False,0.0002976315789473681,0.9999999999958022,False
openai_gpt-5,cambridge,interest,0.0022958333333333325,0.9999998674596806,False,0.00044897435897435836,1.0,False,0.0034115789473684204,0.9965051654348825,False,0.002434871794871794,0.9999996766134642,False,0.001943157894736841,0.9999430453024879,False,0.004401987179487181,0.9990610442577138,False,0.0021484210526315785,0.9998756573113339,False,0.004289210526315787,0.9851023206305194,False
openai_gpt-5,cambridge,joy,0.0014233333333333342,0.9999999999411735,False,0.0005512179487179487,1.0,False,0.00647657894736842,0.8721549198089762,False,0.000184038461538461,1.0,False,0.0001249999999999997,0.9999999999999987,False,0.0024778846153846144,0.9999995794350153,False,0.0017839473684210523,0.9999710744138735,False,0.00035684210526315687,0.9999999999776362,False
openai_gpt-5,cambridge,loathing,0.0020948076923076923,0.999999967910006,False,0.0017076282051282064,0.9999999987850705,False,0.08577789473684211,0.0,True,0.0004460897435897426,1.0,False,0.00034631578947368476,0.9999999999830204,False,0.0023805128205128204,0.9999997699982776,False,0.001097631578947368,0.9999994865521151,False,0.000508157894736842,0.9999999994354222,False
openai_gpt-5,cambridge,love,0.004384358974358975,0.9991037001581591,False,0.0018407692307692302,0.9999999958876485,False,0.007297631578947368,0.7914747039831556,False,0.0002553846153846153,1.0,False,0.0003881578947368421,0.9999999999515885,False,0.003205128205128205,0.9999831418286891,False,0.005614736842105263,0.9345016827467005,False,0.0003250000000000001,0.9999999999905427,False
openai_gpt-5,cambridge,optimism,0.00386948717948718,0.9998012428259669,False,0.0034942948717948718,0.9999462944841442,False,0.004015526315789474,0.9900261625208806,False,0.0010974358974358972,0.9999999999993264,False,0.002346052631578947,0.999757099997802,False,0.001522820512820513,0.99999999981711,False,0.0008168421052631578,0.9999999606044417,False,0.0006221052631578951,0.9999999964997092,False
openai_gpt-5,cambridge,pensiveness,0.0007035897435897438,0.9999999999999998,False,0.0006694871794871796,0.9999999999999999,False,0.011173421052631577,0.3242594903096717,False,0.0010653846153846152,0.9999999999995991,False,2.000000000000004e-05,1.0,False,0.00218948717948718,0.9999999361251172,False,0.00036210526315789466,0.9999999999744145,False,0.0005263157894736843,0.999999999224061,False
openai_gpt-5,cambridge,rage,0.000198717948717948,1.0,False,0.00011769230769230757,1.0,False,0.22599447368421047,0.0,True,0.0004819871794871783,1.0,False,0.0003081578947368421,0.9999999999942124,False,0.0008387179487179495,0.9999999999999942,False,0.0005063157894736846,0.9999999994537075,False,0.00024078947368420985,0.9999999999994115,False
openai_gpt-5,cambridge,remorse,0.0009987179487179487,0.9999999999998714,False,0.0007382051282051286,0.9999999999999994,False,0.002983947368421051,0.998601860583374,False,0.0015891666666666688,0.9999999996281939,False,0.00191447368421053,0.9999493364385202,False,0.0008964102564102566,0.9999999999999811,False,0.0011081578947368421,0.9999994428379012,False,0.000758947368421054,0.9999999794118879,False
openai_gpt-5,cambridge,sadness,0.00023070512820512799,1.0,False,0.0006009615384615385,1.0,False,0.0041747368421052615,0.9873421167303248,False,0.0010717307692307703,0.9999999999995551,False,0.00142105263157895,0.9999954655774825,False,0.001640961538461538,0.9999999993682466,False,0.0007734210526315789,0.9999999756673733,False,0.0011776315789473705,0.9999990642224867,False
openai_gpt-5,cambridge,serenity,0.0007630769230769232,0.999999999999999,False,0.0008819871794871794,0.9999999999999859,False,0.011851315789473687,0.2592627478465517,False,0.0011307051282051271,0.9999999999988659,False,0.0021473684210526326,0.9998761250145375,False,0.006176346153846152,0.9707223603577525,False,0.0005207894736842108,0.9999999992947683,False,0.0010576315789473673,0.9999996266366905,False
openai_gpt-5,cambridge,submission,0.0007015384615384615,0.9999999999999998,False,0.0010602564102564105,0.9999999999996316,False,0.0007502631578947352,0.9999999814066912,False,0.0027881410256410267,0.9999976198584885,False,0.004234473684210527,0.9862071685325366,False,0.0008694871794871797,0.999999999999989,False,0.000693684210526316,0.9999999907347074,False,0.0025852631578947363,0.9995002537372438,False
openai_gpt-5,cambridge,surprise,0.002062564102564103,0.9999999748409687,False,0.0003907692307692297,1.0,False,0.002526315789473684,0.999578235819413,False,0.0,1.0,False,0.0,1.0,False,0.0008541025641025643,0.999999999999992,False,0.0266221052631579,0.00010754908334920099,True,0.0,1.0,False
openai_gpt-5,cambridge,terror,9.42948717948711e-05,1.0,False,7.942307692307672e-05,1.0,False,0.0008884210526315791,0.9999999176840971,False,0.0003076282051282045,1.0,False,9.9736842105263e-05,0.9999999999999999,False,0.0006737820512820512,0.9999999999999999,False,0.000442105263157895,0.9999999998408553,False,3.052631578947352e-05,1.0,False
openai_gpt-5,cambridge,trust,0.000915320512820513,0.9999999999999726,False,0.0010048717948717947,0.9999999999998567,False,0.008026052631578948,0.7066132681918874,False,0.001486923076923079,0.999999999877294,False,0.0017115789473684218,0.9999792497737809,False,0.0068999358974358984,0.9286092282274185,False,0.0009726315789473684,0.9999998188978884,False,0.0017102631578947366,0.9999793778626599,False
openai_gpt-5,cambridge,vigilance,0.0007925641025641024,0.9999999999999979,False,0.0011361538461538458,0.9999999999987669,False,0.03691684210526316,8.711417720519421e-08,True,0.0038327564102564114,0.999823628011475,False,0.0020684210526315796,0.9999072418305099,False,0.0012753205128205136,0.9999999999909195,False,0.0007502631578947364,0.9999999814066912,False,0.003325,0.9970581329496034,False
openai_gpt-5,sentiwordnet,acceptance,0.0008471794871794872,0.9999999999999931,False,0.0006676923076923077,0.9999999999999999,False,0.05246842105263158,6.094014182167484e-13,True,0.0026932692307692304,0.9999985589640081,False,0.005487105263157894,0.9416572313797615,False,0.0034348717948717946,0.9999571808226674,False,0.000678684210526316,0.9999999923751153,False,0.002064210526315792,0.9999086964588356,False
openai_gpt-5,sentiwordnet,admiration,0.0025563461538461543,0.9999993308843633,False,0.0020050641025641013,0.9999999838907396,False,0.05721684210526315,1.3766765505351941e-14,True,0.0007617948717948702,0.999999999999999,False,0.0018631578947368437,0.9999591273599392,False,0.004763525641025641,0.9977153678089473,False,0.000937894736842105,0.9999998679491162,False,0.0010484210526315796,0.9999996537004333,False
openai_gpt-5,sentiwordnet,aggressiveness,0.0007871153846153834,0.9999999999999982,False,0.00022153846153846195,1.0,False,0.004043157894736843,0.9895944014215386,False,0.0017717307692307709,0.9999999977845737,False,0.0019063157894736824,0.9999510141124275,False,0.00043275641025641105,1.0,False,0.018404210526315794,0.014091273588165865,True,0.0024747368421052657,0.9996379472714744,False
openai_gpt-5,sentiwordnet,amazement,0.000527948717948717,1.0,False,0.00040506410256410235,1.0,False,0.006846315789473686,0.8381612582840535,False,0.01087282051282051,0.32642868640920075,False,0.009276578947368419,0.5475693420381007,False,0.0015409615384615384,0.9999999997771674,False,0.0001776315789473684,0.9999999999999655,False,0.013546052631578948,0.13767098091830987,False
openai_gpt-5,sentiwordnet,anger,0.0005805128205128198,1.0,False,0.0003066666666666662,1.0,False,0.003499736842105263,0.9958609670352809,False,0.0017332692307692322,0.9999999984501322,False,0.0018450000000000035,0.9999621824586499,False,0.0018305128205128212,0.9999999962420055,False,0.0007463157894736843,0.9999999822557896,False,0.0010976315789473707,0.9999994865521151,False
openai_gpt-5,sentiwordnet,annoyance,0.004194807692307692,0.999467154448091,False,0.0022763461538461527,0.9999998836775179,False,0.04466605263157895,2.6584912049543163e-10,True,0.0022256410256410253,0.9999999177291155,False,0.0024934210526315775,0.999617184226044,False,0.00414301282051282,0.9995408131073312,False,0.0009734210526315788,0.9999998176193684,False,0.0021776315789473672,0.9998620737356627,False
